Pocket Set	Cosine distance threshold	# of artificially included outlier values	Mean proportion (%)	Min proportion (%)	Max proportion (%)	Standard Deviation (%)
PDB-LIG	0.17	21	0.010199999999999999	0.006	0.013999999999999999	0.002785677655436823
PDB-LIG	0.17	22	0.0083	0.005	0.012	0.0022825424421026655
PDB-LIG	0.17	23	0.0072	0.004	0.013	0.00244131112314674
PDB-LIG	0.17	24	0.0061	0.004	0.008	0.001374772708486752
PDB-LIG	0.17	25	0.004600000000000001	0.002	0.011000000000000001	0.0024166091947189147
PDB-LIG	0.17	26	0.0038000000000000004	0.0	0.006999999999999999	0.0019390719429665318
PDB-LIG	0.17	27	0.0031999999999999997	0.001	0.008	0.0023579652245103193
PDB-LIG	0.17	28	0.0022	0.0	0.006	0.0015362291495737215
PDB-LIG	0.17	29	0.002	0.0	0.005	0.0014832396974191328
PDB-LIG	0.17	30	0.0017	0.0	0.005	0.0015524174696260023
PDB-LIG	0.17	31	0.0019000000000000002	0.0	0.005	0.001374772708486752
PDB-LIG	0.17	32	0.0016000000000000003	0.0	0.003	0.0007999999999999999
PDB-LIG	0.17	33	0.0013000000000000002	0.0	0.003	0.0009
PDB-LIG	0.17	34	0.0011	0.0	0.002	0.0007000000000000001
PDB-LIG	0.17	35	0.0009	0.0	0.003	0.0009433981132056604
PDB-LIG	0.17	36	0.0008000000000000001	0.0	0.002	0.0008717797887081348
PDB-LIG	0.17	37	0.0005	0.0	0.001	0.0005
PDB-LIG	0.17	38	0.0005000000000000001	0.0	0.002	0.0008062257748298549
PDB-LIG	0.17	39	0.0007000000000000001	0.0	0.002	0.0009
PDB-LIG	0.17	40	0.0008000000000000001	0.0	0.004	0.0011661903789690602
PDB-LIG	0.17	41	0.0006000000000000001	0.0	0.005	0.0014966629547095765
PDB-LIG	0.17	42	0.0006000000000000001	0.0	0.004	0.0012000000000000001
PDB-LIG	0.17	43	0.0006000000000000001	0.0	0.002	0.0008000000000000001
PDB-LIG	0.17	44	0.0007000000000000001	0.0	0.003	0.001004987562112089
PDB-LIG	0.17	45	0.001	0.0	0.003	0.001
PDB-LIG	0.17	46	0.0007000000000000001	0.0	0.003	0.0009
PDB-LIG	0.17	47	0.0005000000000000001	0.0	0.002	0.0008062257748298549
PDB-LIG	0.17	48	0.0006000000000000001	0.0	0.002	0.00066332495807108
PDB-LIG	0.17	49	0.0004000000000000001	0.0	0.001	0.0004898979485566357
PDB-LIG	0.17	50	0.0005	0.0	0.001	0.0005
PDB-LIG	0.17	51	0.0005	0.0	0.001	0.0005
PDB-LIG	0.17	52	0.0004000000000000001	0.0	0.001	0.0004898979485566357
PDB-LIG	0.17	53	0.0005	0.0	0.001	0.0005
PDB-LIG	0.17	54	0.00030000000000000003	0.0	0.001	0.00045825756949558405
PDB-LIG	0.17	55	0.00030000000000000003	0.0	0.001	0.00045825756949558405
PDB-LIG	0.17	56	0.0005	0.0	0.002	0.000670820393249937
PDB-LIG	0.17	57	0.0006000000000000001	0.0	0.003	0.0009165151389911681
PDB-LIG	0.17	58	0.0007000000000000001	0.0	0.001	0.00045825756949558405
PDB-LIG	0.17	59	0.0010000000000000002	0.0	0.002	0.000447213595499958
PDB-LIG	0.17	60	0.0009	0.0	0.002	0.0008306623862918075
PDB-LIG	0.17	61	0.0008000000000000001	0.0	0.003	0.0009797958971132714
PDB-LIG	0.17	62	0.0007000000000000001	0.0	0.001	0.00045825756949558405
PDB-LIG	0.17	63	0.0010000000000000002	0.0	0.002	0.0006324555320336759
PDB-LIG	0.17	64	0.0007000000000000001	0.0	0.002	0.0007810249675906655
PDB-LIG	0.17	65	0.0006000000000000001	0.0	0.001	0.0004898979485566357
PDB-LIG	0.17	66	0.0008000000000000001	0.0	0.002	0.0007483314773547884
PDB-LIG	0.17	67	0.0013000000000000002	0.0	0.003	0.0010999999999999998
PDB-LIG	0.17	68	0.0014000000000000002	0.0	0.004	0.0012000000000000001
PDB-LIG	0.17	69	0.0016000000000000003	0.0	0.005	0.001562049935181331
PDB-LIG	0.17	70	0.0022	0.0	0.004	0.0011661903789690602
PDB-LIG	0.17	71	0.0026999999999999997	0.001	0.006	0.001268857754044952
PDB-LIG	0.17	72	0.004000000000000001	0.001	0.006	0.0015491933384829666
PDB-LIG	0.17	73	0.0043	0.0	0.009000000000000001	0.0024515301344262526
PDB-LIG	0.17	74	0.0045	0.001	0.009000000000000001	0.002109502310972899
PDB-LIG	0.17	75	0.008400000000000001	0.004	0.013999999999999999	0.002576819745345025
PDB-LIG	0.17	76	0.0107	0.006	0.018000000000000002	0.0034073450074801636
PDB-LIG	0.17	77	0.0154	0.011000000000000001	0.022000000000000002	0.003039736830714133
PDB-LIG	0.17	78	0.0193	0.013999999999999999	0.03	0.004670117771534247
PDB-LIG	0.17	79	0.027600000000000003	0.022000000000000002	0.04	0.005553377350765929
PDB-LIG	0.17	80	0.038500000000000006	0.022000000000000002	0.054	0.009124143795447329
PDB-LIG	0.17	81	0.0535	0.038	0.066	0.009697937925146767
PDB-LIG	0.17	82	0.0819	0.06	0.099	0.012445481107614925
PDB-LIG	0.17	83	0.11779999999999997	0.1	0.136	0.013891004283348272
PDB-LIG	0.17	84	0.1668	0.14300000000000002	0.188	0.012898061869908977
PDB-LIG	0.17	85	0.24380000000000002	0.22300000000000003	0.27399999999999997	0.014898322053170947
PDB-LIG	0.17	86	0.36000000000000004	0.32399999999999995	0.38899999999999996	0.019313207915827964
PDB-LIG	0.17	87	0.5249999999999999	0.479	0.5559999999999999	0.022163032283512102
PDB-LIG	0.17	88	0.7793	0.734	0.8109999999999999	0.024265407476487987
PDB-LIG	0.17	89	1.1418000000000001	1.103	1.179	0.024677114904299496
PDB-LIG	0.17	90	1.6878	1.644	1.725	0.026293725487271664
PDB-LIG	0.17	91	2.5134	2.447	2.595	0.04688325927236718
PDB-LIG	0.17	92	3.7074000000000003	3.628	3.837	0.06190347324666043
PDB-LIG	0.17	93	5.4937	5.416	5.617	0.059145667635085365
PDB-LIG	0.17	94	8.0292	7.949000000000001	8.209	0.07142520563498557
PDB-LIG	0.17	95	11.607700000000001	11.478	11.942	0.1184348344027212
PDB-LIG	0.17	96	16.508799999999997	16.353	16.76	0.10002979556112263
PDB-LIG	0.17	97	23.0061	22.831000000000003	23.189	0.11253217317727429
PDB-LIG	0.17	98	31.319200000000002	31.095	31.562	0.14960200533415352
PDB-LIG	0.17	99	41.511399999999995	41.339999999999996	41.693999999999996	0.09982905388713226
PDB-LIG	0.17	100	53.14639999999999	53.052	53.261	0.07516541758016089
PDB-LIG	0.17	101	65.5954	65.381	65.70899999999999	0.10067790224274543
PDB-LIG	0.17	102	77.7419	77.531	77.92999999999999	0.13120247711076136
PDB-LIG	0.17	103	88.10649999999998	88.01299999999999	88.208	0.06474604235009228
PDB-LIG	0.17	104	95.28999999999999	95.219	95.401	0.05736549485535929
PDB-LIG	0.17	105	98.981	98.956	99.024	0.022917242417009275
PDB-LIG	0.17	106	100.0	100.0	100.0	0.0
PDB-LIG	0.17	107	100.0	100.0	100.0	0.0
PDB-LIG	0.17	108	100.0	100.0	100.0	0.0
PDB-LIG	0.17	109	100.0	100.0	100.0	0.0
PDB-LIG	0.17	110	100.0	100.0	100.0	0.0
PDB-LIG	0.17	111	100.0	100.0	100.0	0.0
PDB-LIG	0.17	112	100.0	100.0	100.0	0.0
PDB-LIG	0.17	113	100.0	100.0	100.0	0.0
PDB-LIG	0.17	114	100.0	100.0	100.0	0.0
PDB-LIG	0.17	115	100.0	100.0	100.0	0.0
PDB-LIG	0.17	116	100.0	100.0	100.0	0.0
PDB-LIG	0.17	117	100.0	100.0	100.0	0.0
PDB-LIG	0.17	118	100.0	100.0	100.0	0.0
PDB-LIG	0.17	119	100.0	100.0	100.0	0.0
PDB-LIG	0.17	120	100.0	100.0	100.0	0.0
PDB-LIG	0.17	121	100.0	100.0	100.0	0.0
PDB-LIG	0.17	122	100.0	100.0	100.0	0.0
PDB-LIG	0.17	123	100.0	100.0	100.0	0.0
PDB-LIG	0.17	124	100.0	100.0	100.0	0.0
PDB-LIG	0.17	125	100.0	100.0	100.0	0.0
PDB-LIG	0.17	126	100.0	100.0	100.0	0.0
PDB-LIG	0.17	127	100.0	100.0	100.0	0.0
PDB-LIG	0.19	0	0.9279	0.88	1.0	0.04129031363407162
PDB-LIG	0.19	1	1.1143999999999998	1.019	1.205	0.04820207464414785
PDB-LIG	0.19	2	1.1598000000000002	1.098	1.2449999999999999	0.050777554096273665
PDB-LIG	0.19	3	1.1641999999999997	1.078	1.242	0.0475768851439436
PDB-LIG	0.19	4	1.1409	1.0630000000000002	1.208	0.0474898936617045
PDB-LIG	0.19	5	1.0873000000000002	1.0170000000000001	1.188	0.053632173179911334
PDB-LIG	0.19	6	1.0177999999999998	0.931	1.106	0.04557806489968612
PDB-LIG	0.19	7	0.9455999999999999	0.808	1.056	0.05854775828330235
PDB-LIG	0.19	8	0.8629999999999999	0.7979999999999999	0.964	0.04368065933568311
PDB-LIG	0.19	9	0.7786000000000002	0.7230000000000001	0.856	0.041229115925520386
PDB-LIG	0.19	10	0.7028	0.661	0.783	0.03347775380756601
PDB-LIG	0.19	11	0.6282	0.581	0.69	0.029748277261044877
PDB-LIG	0.19	12	0.5537	0.508	0.605	0.026290872941003685
PDB-LIG	0.19	13	0.4921000000000001	0.449	0.52	0.021082931484971437
PDB-LIG	0.19	14	0.4299	0.40099999999999997	0.484	0.027278013124126175
PDB-LIG	0.19	15	0.3781	0.334	0.437	0.03385985823951422
PDB-LIG	0.19	16	0.3274	0.27799999999999997	0.35500000000000004	0.024021656895393376
PDB-LIG	0.19	17	0.2905	0.233	0.336	0.02815759222660915
PDB-LIG	0.19	18	0.2451	0.203	0.268	0.01915959289755395
PDB-LIG	0.19	19	0.2087	0.166	0.22599999999999998	0.019037069102149095
PDB-LIG	0.19	20	0.18269999999999997	0.152	0.20500000000000002	0.014933519344079613
PDB-LIG	0.19	21	0.1522	0.12	0.178	0.01614806489954756
PDB-LIG	0.19	22	0.1293	0.108	0.15	0.013379461872586653
PDB-LIG	0.19	23	0.1122	0.098	0.129	0.00829216497665115
PDB-LIG	0.19	24	0.09240000000000001	0.077	0.10300000000000001	0.007709734106958558
PDB-LIG	0.19	25	0.07549999999999998	0.062	0.086	0.006741661516273269
PDB-LIG	0.19	26	0.0664	0.054	0.073	0.006183849933496122
PDB-LIG	0.19	27	0.059000000000000004	0.049	0.06999999999999999	0.005709640969448079
PDB-LIG	0.19	28	0.0503	0.042	0.06	0.005459853477887477
PDB-LIG	0.19	29	0.0451	0.039	0.052	0.004592385001282014
PDB-LIG	0.19	30	0.0377	0.027	0.047	0.006914477565225011
PDB-LIG	0.19	31	0.0325	0.026	0.039	0.003827531841800928
PDB-LIG	0.19	32	0.0284	0.02	0.034999999999999996	0.004923413450036468
PDB-LIG	0.19	33	0.02730000000000001	0.021	0.038	0.005330103188494572
PDB-LIG	0.19	34	0.022400000000000003	0.016	0.03	0.004630334761116089
PDB-LIG	0.19	35	0.0206	0.017	0.025	0.002905167809266789
PDB-LIG	0.19	36	0.019	0.012	0.024	0.0030983866769659332
PDB-LIG	0.19	37	0.014799999999999999	0.011000000000000001	0.016	0.0016000000000000005
PDB-LIG	0.19	38	0.014000000000000002	0.008	0.019	0.0034928498393145962
PDB-LIG	0.19	39	0.0126	0.006999999999999999	0.021	0.004200000000000001
PDB-LIG	0.19	40	0.011800000000000001	0.008	0.017	0.0026381811916545836
PDB-LIG	0.19	41	0.011100000000000002	0.005	0.015	0.002879236009777593
PDB-LIG	0.19	42	0.010799999999999999	0.008	0.016	0.0026758176320519304
PDB-LIG	0.19	43	0.011100000000000002	0.006	0.017	0.0037269290307168452
PDB-LIG	0.19	44	0.0106	0.006	0.018000000000000002	0.0034117444218463968
PDB-LIG	0.19	45	0.010400000000000001	0.008	0.013999999999999999	0.00185472369909914
PDB-LIG	0.19	46	0.0095	0.004	0.013999999999999999	0.0029748949561287027
PDB-LIG	0.19	47	0.009300000000000001	0.004	0.013999999999999999	0.0028301943396169807
PDB-LIG	0.19	48	0.0091	0.005	0.015	0.002547547840571399
PDB-LIG	0.19	49	0.0086	0.004	0.013	0.002764054992217051
PDB-LIG	0.19	50	0.009300000000000001	0.005	0.013	0.0023685438564654024
PDB-LIG	0.19	51	0.0097	0.005	0.012	0.002238302928559939
PDB-LIG	0.19	52	0.009600000000000001	0.006	0.013999999999999999	0.002905167809266789
PDB-LIG	0.19	53	0.0095	0.005	0.013999999999999999	0.0029068883707497263
PDB-LIG	0.19	54	0.0107	0.006999999999999999	0.016	0.0032878564445547186
PDB-LIG	0.19	55	0.011200000000000002	0.006999999999999999	0.016	0.002638181191654584
PDB-LIG	0.19	56	0.011100000000000002	0.006999999999999999	0.016	0.0023430749027719966
PDB-LIG	0.19	57	0.0107	0.006999999999999999	0.013999999999999999	0.0020999999999999994
PDB-LIG	0.19	58	0.011899999999999999	0.008	0.016	0.002624880949681337
PDB-LIG	0.19	59	0.011800000000000001	0.006999999999999999	0.018000000000000002	0.0032186953878862164
PDB-LIG	0.19	60	0.0142	0.009000000000000001	0.018000000000000002	0.002925747767665559
PDB-LIG	0.19	61	0.016300000000000002	0.013	0.02	0.002193171219946132
PDB-LIG	0.19	62	0.019299999999999998	0.013	0.026	0.0037161808352124096
PDB-LIG	0.19	63	0.020700000000000003	0.015	0.026	0.004075536774462966
PDB-LIG	0.19	64	0.024599999999999997	0.018000000000000002	0.031	0.00440908153700972
PDB-LIG	0.19	65	0.0261	0.018000000000000002	0.034999999999999996	0.005281098370604358
PDB-LIG	0.19	66	0.0319	0.026	0.04	0.004482186966202994
PDB-LIG	0.19	67	0.0374	0.027999999999999997	0.055	0.008064738061462384
PDB-LIG	0.19	68	0.04580000000000001	0.031	0.064	0.009303762679690408
PDB-LIG	0.19	69	0.0553	0.043	0.06999999999999999	0.009560857702110204
PDB-LIG	0.19	70	0.06820000000000001	0.049	0.092	0.012048236385463228
PDB-LIG	0.19	71	0.0796	0.063	0.097	0.010081666528902848
PDB-LIG	0.19	72	0.0996	0.08099999999999999	0.117	0.009921693403849971
PDB-LIG	0.19	73	0.1218	0.097	0.14400000000000002	0.013181805642627267
PDB-LIG	0.19	74	0.149	0.128	0.173	0.012704329970525792
PDB-LIG	0.19	75	0.1905	0.173	0.203	0.010809717850156868
PDB-LIG	0.19	76	0.2502	0.22300000000000003	0.272	0.01459314907756376
PDB-LIG	0.19	77	0.3173	0.28800000000000003	0.344	0.018325119372053212
PDB-LIG	0.19	78	0.41790000000000005	0.382	0.45199999999999996	0.02385979882563974
PDB-LIG	0.19	79	0.5529000000000001	0.512	0.586	0.02499779990319146
PDB-LIG	0.19	80	0.7333000000000001	0.6890000000000001	0.774	0.028139118678451893
PDB-LIG	0.19	81	0.9708	0.9199999999999999	1.027	0.0362458273460546
PDB-LIG	0.19	82	1.2973999999999999	1.208	1.392	0.050742881274125524
PDB-LIG	0.19	83	1.7339	1.6500000000000001	1.814	0.05439567997552745
PDB-LIG	0.19	84	2.3238000000000003	2.235	2.426	0.06271172139241601
PDB-LIG	0.19	85	3.1423999999999994	3.065	3.25	0.0704346505634833
PDB-LIG	0.19	86	4.2483	4.115	4.358	0.07345617741211426
PDB-LIG	0.19	87	5.71	5.582	5.851	0.07019829057747769
PDB-LIG	0.19	88	7.634199999999999	7.505000000000001	7.79	0.08850288130902846
PDB-LIG	0.19	89	10.237699999999998	10.029	10.456	0.10886234427018365
PDB-LIG	0.19	90	13.58	13.411999999999999	13.728000000000002	0.10555472514293272
PDB-LIG	0.19	91	17.923599999999997	17.755000000000003	18.11	0.10435152131138285
PDB-LIG	0.19	92	23.4084	23.252	23.671	0.11726738677057659
PDB-LIG	0.19	93	30.1289	29.857	30.355999999999998	0.15194502295238227
PDB-LIG	0.19	94	38.201800000000006	37.996	38.468	0.13763923859132607
PDB-LIG	0.19	95	47.5407	47.285	47.878	0.19739252772078297
PDB-LIG	0.19	96	57.811299999999996	57.489000000000004	58.085	0.19682685284279686
PDB-LIG	0.19	97	68.4688	68.087	68.66799999999999	0.1505103318712709
PDB-LIG	0.19	98	78.74369999999999	78.495	78.93	0.127601763310699
PDB-LIG	0.19	99	87.5654	87.397	87.737	0.10353472847310638
PDB-LIG	0.19	100	94.17979999999999	94.039	94.33	0.09426749174556427
PDB-LIG	0.19	101	98.1419	98.012	98.234	0.0545975274165418
PDB-LIG	0.19	102	99.7381	99.685	99.776	0.023222618284765816
PDB-LIG	0.19	103	100.0	100.0	100.0	0.0
PDB-LIG	0.19	104	100.0	100.0	100.0	0.0
PDB-LIG	0.19	105	100.0	100.0	100.0	0.0
PDB-LIG	0.19	106	100.0	100.0	100.0	0.0
PDB-LIG	0.19	107	100.0	100.0	100.0	0.0
PDB-LIG	0.19	108	100.0	100.0	100.0	0.0
PDB-LIG	0.19	109	100.0	100.0	100.0	0.0
PDB-LIG	0.19	110	100.0	100.0	100.0	0.0
PDB-LIG	0.19	111	100.0	100.0	100.0	0.0
PDB-LIG	0.19	112	100.0	100.0	100.0	0.0
PDB-LIG	0.19	113	100.0	100.0	100.0	0.0
PDB-LIG	0.19	114	100.0	100.0	100.0	0.0
PDB-LIG	0.19	115	100.0	100.0	100.0	0.0
PDB-LIG	0.19	116	100.0	100.0	100.0	0.0
PDB-LIG	0.19	117	100.0	100.0	100.0	0.0
PDB-LIG	0.19	118	100.0	100.0	100.0	0.0
PDB-LIG	0.19	119	100.0	100.0	100.0	0.0
PDB-LIG	0.19	120	100.0	100.0	100.0	0.0
PDB-LIG	0.19	121	100.0	100.0	100.0	0.0
PDB-LIG	0.19	122	100.0	100.0	100.0	0.0
PDB-LIG	0.19	123	100.0	100.0	100.0	0.0
PDB-LIG	0.19	124	100.0	100.0	100.0	0.0
PDB-LIG	0.19	125	100.0	100.0	100.0	0.0
PDB-LIG	0.19	126	100.0	100.0	100.0	0.0
PDB-LIG	0.19	127	100.0	100.0	100.0	0.0
PDB-LIG	0.21	0	2.4678999999999998	2.358	2.624	0.07293894707219183
PDB-LIG	0.21	1	3.1707	3.06	3.379	0.10628080729840168
PDB-LIG	0.21	2	3.5211000000000006	3.37	3.771	0.13293942229451733
PDB-LIG	0.21	3	3.6847000000000003	3.508	3.975	0.14751206730298372
PDB-LIG	0.21	4	3.7544	3.627	3.9440000000000004	0.10941864557743357
PDB-LIG	0.21	5	3.7397	3.608	3.9190000000000005	0.10402023841541604
PDB-LIG	0.21	6	3.6808999999999994	3.47	3.869	0.11760650492213424
PDB-LIG	0.21	7	3.5343	3.314	3.694	0.1122827235152407
PDB-LIG	0.21	8	3.3667000000000002	3.168	3.5319999999999996	0.11623773053531274
PDB-LIG	0.21	9	3.1936	3.032	3.3640000000000003	0.11170514759848808
PDB-LIG	0.21	10	3.0124999999999997	2.871	3.152	0.08699568954839085
PDB-LIG	0.21	11	2.8026000000000004	2.624	2.921	0.09100241755030467
PDB-LIG	0.21	12	2.5971	2.469	2.707	0.07891191291560484
PDB-LIG	0.21	13	2.3804	2.289	2.5100000000000002	0.060567648130004155
PDB-LIG	0.21	14	2.1818999999999997	2.119	2.2880000000000003	0.04657349031369674
PDB-LIG	0.21	15	2.0156	1.934	2.1	0.04466587063967302
PDB-LIG	0.21	16	1.8408	1.7129999999999999	1.939	0.060858524464531695
PDB-LIG	0.21	17	1.6793000000000002	1.542	1.754	0.05480337580842993
PDB-LIG	0.21	18	1.5186	1.376	1.59	0.0606600362677109
PDB-LIG	0.21	19	1.3705	1.274	1.407	0.0363984889796266
PDB-LIG	0.21	20	1.2392999999999998	1.151	1.277	0.0370109443273203
PDB-LIG	0.21	21	1.1033000000000002	0.9939999999999999	1.171	0.04366703562185098
PDB-LIG	0.21	22	0.9894999999999999	0.899	1.036	0.03827074600788441
PDB-LIG	0.21	23	0.8968	0.826	1.001	0.04995558026887489
PDB-LIG	0.21	24	0.7915	0.703	0.8580000000000001	0.04784610746967826
PDB-LIG	0.21	25	0.7127	0.638	0.753	0.03886399361877263
PDB-LIG	0.21	26	0.6353	0.582	0.666	0.028695121536595734
PDB-LIG	0.21	27	0.5682999999999999	0.518	0.596	0.023242418118603763
PDB-LIG	0.21	28	0.5204	0.453	0.544	0.026755186413105033
PDB-LIG	0.21	29	0.46740000000000004	0.422	0.513	0.025000799987200416
PDB-LIG	0.21	30	0.42360000000000003	0.377	0.46299999999999997	0.024146221236458508
PDB-LIG	0.21	31	0.3798	0.33999999999999997	0.41700000000000004	0.0244613981611845
PDB-LIG	0.21	32	0.34120000000000006	0.294	0.379	0.024322006496175438
PDB-LIG	0.21	33	0.3145	0.27599999999999997	0.344	0.024208469592272866
PDB-LIG	0.21	34	0.2786	0.255	0.305	0.017001176429882726
PDB-LIG	0.21	35	0.2594	0.23800000000000002	0.28500000000000003	0.015736581585592217
PDB-LIG	0.21	36	0.2346	0.217	0.272	0.014927826365549686
PDB-LIG	0.21	37	0.21470000000000006	0.191	0.241	0.01622374802565671
PDB-LIG	0.21	38	0.2023	0.179	0.22300000000000003	0.013244244032786475
PDB-LIG	0.21	39	0.1875	0.168	0.20600000000000002	0.01104762417898075
PDB-LIG	0.21	40	0.1757	0.158	0.20600000000000002	0.013000384609695208
PDB-LIG	0.21	41	0.166	0.128	0.203	0.018563404860100424
PDB-LIG	0.21	42	0.1568	0.126	0.189	0.016209873534361704
PDB-LIG	0.21	43	0.1497	0.11900000000000001	0.17600000000000002	0.01438784208976454
PDB-LIG	0.21	44	0.14370000000000002	0.126	0.164	0.011670903992407784
PDB-LIG	0.21	45	0.1397	0.123	0.159	0.01320643782403113
PDB-LIG	0.21	46	0.1427	0.12	0.164	0.013856767299770895
PDB-LIG	0.21	47	0.1401	0.11900000000000001	0.168	0.015195064988344078
PDB-LIG	0.21	48	0.1386	0.11499999999999999	0.16	0.012799999999999999
PDB-LIG	0.21	49	0.13470000000000001	0.109	0.166	0.01395026881461429
PDB-LIG	0.21	50	0.1351	0.11299999999999999	0.148	0.010290286682109493
PDB-LIG	0.21	51	0.14250000000000002	0.11800000000000001	0.17099999999999999	0.016366123548354386
PDB-LIG	0.21	52	0.1438	0.124	0.167	0.0158290871499275
PDB-LIG	0.21	53	0.1517	0.131	0.168	0.011975391434103524
PDB-LIG	0.21	54	0.15430000000000002	0.126	0.18	0.015447006182429007
PDB-LIG	0.21	55	0.1594	0.13899999999999998	0.183	0.01303993865016243
PDB-LIG	0.21	56	0.1701	0.146	0.199	0.01599030956548372
PDB-LIG	0.21	57	0.1763	0.151	0.203	0.01268897158953396
PDB-LIG	0.21	58	0.19259999999999997	0.179	0.231	0.01400142849854971
PDB-LIG	0.21	59	0.20469999999999997	0.191	0.23500000000000001	0.013084723917607127
PDB-LIG	0.21	60	0.2275	0.209	0.247	0.012737739202856998
PDB-LIG	0.21	61	0.25529999999999997	0.233	0.293	0.017567299166348818
PDB-LIG	0.21	62	0.2809	0.26	0.307	0.01357534529947581
PDB-LIG	0.21	63	0.3137	0.28400000000000003	0.344	0.019287560758167423
PDB-LIG	0.21	64	0.3483	0.319	0.39699999999999996	0.01894755920956574
PDB-LIG	0.21	65	0.40990000000000004	0.387	0.44200000000000006	0.017985827754095733
PDB-LIG	0.21	66	0.46540000000000004	0.44200000000000006	0.494	0.016280049139974974
PDB-LIG	0.21	67	0.5287000000000001	0.49899999999999994	0.559	0.018204669730593856
PDB-LIG	0.21	68	0.6192	0.584	0.647	0.019968975937688947
PDB-LIG	0.21	69	0.7193	0.69	0.752	0.02081850138698749
PDB-LIG	0.21	70	0.8452999999999998	0.8049999999999999	0.8710000000000001	0.019884918908559826
PDB-LIG	0.21	71	1.0063	0.976	1.046	0.016444147895224023
PDB-LIG	0.21	72	1.211	1.1480000000000001	1.273	0.03217763198248123
PDB-LIG	0.21	73	1.4604000000000001	1.414	1.509	0.030643759560471696
PDB-LIG	0.21	74	1.7814	1.727	1.839	0.03203810231583634
PDB-LIG	0.21	75	2.1593	2.13	2.223	0.024429695045169945
PDB-LIG	0.21	76	2.6540999999999997	2.598	2.713	0.039198086688000504
PDB-LIG	0.21	77	3.2806999999999995	3.213	3.3329999999999997	0.03878672453301515
PDB-LIG	0.21	78	4.0477	3.929	4.112	0.05590178888014233
PDB-LIG	0.21	79	5.0136	4.934	5.112	0.0519118483585394
PDB-LIG	0.21	80	6.2093	6.121	6.275	0.06156305710407815
PDB-LIG	0.21	81	7.738500000000001	7.578	7.875	0.09636830391783385
PDB-LIG	0.21	82	9.6185	9.447999999999999	9.764000000000001	0.0846218057004223
PDB-LIG	0.21	83	11.951200000000002	11.811	12.059000000000001	0.07280906536963634
PDB-LIG	0.21	84	14.8529	14.732000000000001	14.976	0.06770590816169592
PDB-LIG	0.21	85	18.3901	18.254	18.499	0.07650548999908403
PDB-LIG	0.21	86	22.678200000000004	22.5	22.814	0.07350891102444648
PDB-LIG	0.21	87	27.808500000000002	27.644000000000002	27.977999999999998	0.10154137087906531
PDB-LIG	0.21	88	33.8515	33.699	34.026	0.10925406170939388
PDB-LIG	0.21	89	40.69550000000001	40.559	40.898	0.10374993975901915
PDB-LIG	0.21	90	48.345699999999994	48.254999999999995	48.452	0.0652181723141645
PDB-LIG	0.21	91	56.641499999999986	56.505	56.775	0.09084189562090857
PDB-LIG	0.21	92	65.15520000000001	64.913	65.401	0.16068901642613925
PDB-LIG	0.21	93	73.57260000000001	73.291	73.76599999999999	0.1375341412159177
PDB-LIG	0.21	94	81.3543	81.207	81.479	0.09207502375780453
PDB-LIG	0.21	95	87.9446	87.804	88.027	0.07652346045494733
PDB-LIG	0.21	96	92.9805	92.854	93.071	0.060346085208569045
PDB-LIG	0.21	97	96.45060000000001	96.404	96.503	0.03370815924965456
PDB-LIG	0.21	98	98.52250000000001	98.5	98.553	0.018271562604222653
PDB-LIG	0.21	99	99.558	99.541	99.57300000000001	0.012385475364312844
PDB-LIG	0.21	100	99.92660000000001	99.914	99.937	0.007800000000000228
PDB-LIG	0.21	101	100.0	100.0	100.0	0.0
PDB-LIG	0.21	102	100.0	100.0	100.0	0.0
PDB-LIG	0.21	103	100.0	100.0	100.0	0.0
PDB-LIG	0.21	104	100.0	100.0	100.0	0.0
PDB-LIG	0.21	105	100.0	100.0	100.0	0.0
PDB-LIG	0.21	106	100.0	100.0	100.0	0.0
PDB-LIG	0.21	107	100.0	100.0	100.0	0.0
PDB-LIG	0.21	108	100.0	100.0	100.0	0.0
PDB-LIG	0.21	109	100.0	100.0	100.0	0.0
PDB-LIG	0.21	110	100.0	100.0	100.0	0.0
PDB-LIG	0.21	111	100.0	100.0	100.0	0.0
PDB-LIG	0.21	112	100.0	100.0	100.0	0.0
PDB-LIG	0.21	113	100.0	100.0	100.0	0.0
PDB-LIG	0.21	114	100.0	100.0	100.0	0.0
PDB-LIG	0.21	115	100.0	100.0	100.0	0.0
PDB-LIG	0.21	116	100.0	100.0	100.0	0.0
PDB-LIG	0.21	117	100.0	100.0	100.0	0.0
PDB-LIG	0.21	118	100.0	100.0	100.0	0.0
PDB-LIG	0.21	119	100.0	100.0	100.0	0.0
PDB-LIG	0.21	120	100.0	100.0	100.0	0.0
PDB-LIG	0.21	121	100.0	100.0	100.0	0.0
PDB-LIG	0.21	122	100.0	100.0	100.0	0.0
PDB-LIG	0.21	123	100.0	100.0	100.0	0.0
PDB-LIG	0.21	124	100.0	100.0	100.0	0.0
PDB-LIG	0.21	125	100.0	100.0	100.0	0.0
PDB-LIG	0.21	126	100.0	100.0	100.0	0.0
PDB-LIG	0.21	127	100.0	100.0	100.0	0.0
