Pocket Set	Molecule name	Average docking ranking	# of heavy atoms
AF2-PD	Tripos 1526-22023	86.39773927085274	24
AF2-PD	InterBioScreen STOCK5S-13559	62.27479659648469	25
AF2-PD	Otava 0120630218	80.65651201788708	21
AF2-PD	Asinex ASN 02617640	61.432426557356685	27
AF2-PD	Chem T&I AMSACS-08601	69.31752686168561	24
AF2-PD	Tripos 1557-13590	78.70095025153717	26
AF2-PD	EMC Microcollections 013A0485	71.97689584497857	21
AF2-PD	Asinex ASN 06601079	57.91711694925781	29
AF2-PD	Cerep CER0116166	49.55797776535619	26
AF2-PD	Tripos 1554-07659	91.79917396435005	24
AF2-PD	Princeton Biomolecular OSSK_115610	80.23228370908639	21
AF2-PD	Pyxis Discovery PYX 00000172	62.268275262406064	24
AF2-PD	Chem T&I IVK/0000448	85.48900689398174	26
AF2-PD	Life Chemicals F0577-0037	45.0372958201354	28
AF2-PD	Life Chemicals F0642-0697	52.52614744425812	23
AF2-PD	Chem T&I AMSACS-26179	49.50354015278554	20
AF2-PD	Tripos 1527-02989	59.041984969877646	20
AF2-PD	Enamine T0503-9700	49.5788460344078	24
AF2-PD	Tripos 1513-09513	71.34898453512204	27
AF2-PD	Chembridge 7916788	96.8932053909695	21
AF2-PD	Asinex ASN 03798095	55.60216756723185	27
AF2-PD	Life Chemicals F1895-0070	55.74824545059313	30
AF2-PD	Asinex BAS 05101595	55.45422644556239	30
AF2-PD	InterBioScreen STOCK4S-15128	74.48500093161915	30
AF2-PD	Asinex ASN 05588575	50.305353704738835	30
AF2-PD	Biofocus 170_4347_0164	70.09353456307062	23
AF2-PD	InterBioScreen STOCK5S-06824	63.47472206695236	24
AF2-PD	Biofocus 119_0552_0135	84.24445686603316	30
AF2-PD	Cerep CER0099275	53.33678032420347	29
AF2-PD	Chemical Block A3816/0161993	70.38770883796037	26
AF2-PD	Biofocus 170_0148_0349	37.83985466741196	29
AF2-PD	Life Chemicals F0631-0161	36.38314390410534	26
AF2-PD	Chembridge 9001855	67.29954661201168	32
AF2-PD	Maybridge HTS 07015	76.44276752996709	25
AF2-PD	Tripos 1554-03007	68.29473324638221	21
AF2-PD	Asinex ASN 06116813	65.74340103099186	33
AF2-PD	Tripos 1559-05871	54.24607167256692	19
AF2-PD	Specs AN-648/40682295	72.63890441587479	21
AF2-PD	ASDI 150016433	62.137227501397426	10
AF2-PD	Tripos 1557-01752	55.2728712502329	24
AF2-PD	Tripos 1518-06794	68.05894043848208	28
AF2-PD	InterBioScreen STOCK5S-48304	62.58061611080057	33
AF2-PD	Chem T&I PMOS-0027433	37.619371467610705	33
AF2-PD	Lithuania 1067744	54.393826470405564	28
AF2-PD	Maybridge HTS 06299	54.40298739208745	24
AF2-PD	InterBioScreen STOCK5S-05837	78.81473200422334	31
AF2-PD	Life Chemicals F1608-0478	57.43869945966089	28
AF2-PD	Chemdiv 1416-0529	76.73585491584373	28
AF2-PD	Chemical Block A3577/0151844	56.13266256754239	25
AF2-PD	Comgenex CGX-0740668	45.293118439848456	29
AF2-PD	Asinex ASN 06745065	77.39081423514068	22
AF2-PD	Life Chemicals F0497-0082	69.51220421091858	30
AF2-PD	InnovaPharm STT-00192300	44.44686665424508	26
AF2-PD	Tripos 1534-05651	53.14051922240854	27
AF2-PD	Chembridge 5859646	92.1908577107012	25
AF2-PD	Specs AK-968/37053096	84.32224706539967	24
AF2-PD	InterBioScreen STOCK3S-07953	67.23088628035526	24
AF2-PD	Maybridge RJF 01152	73.48298242345196	21
AF2-PD	Tripos 1518-03381	56.50444071796783	27
AF2-PD	Specs AG-205/07903010	63.12396745543755	26
AF2-PD	Asinex ASN 04479736	74.72377492081237	28
AF2-PD	Asinex ASN 05110337	51.99568349791939	32
AF2-PD	Chem T&I AMCLME-05084	61.13933917148003	22
AF2-PD	Bionet 10W-0283	65.52537109496305	20
AF2-PD	ASDI 100018405	62.044438233650084	19
