Pocket Set	Molecule name	Average docking ranking	MW heavy atoms	MW exact
PDB-PD	Maybridge RJF 01152	72.72767640324707	289.64	305.09
PDB-PD	Tripos 1518-03381	59.07416915284812	377.77	400.12
PDB-PD	Specs AG-205/07903010	62.26517727051967	341.21	353.08
PDB-PD	Asinex ASN 04479736	70.43620342746132	378.31	401.15
PDB-PD	Asinex ASN 05110337	53.77471726913203	415.27	434.13
PDB-PD	Chem T&I AMCLME-05084	62.555123846527444	284.19	307.17
PDB-PD	Bionet 10W-0283	61.84736002220218	280.22	296.08
PDB-PD	ASDI 100018405	60.99840421841393	285.67	297.02
AF2-PD	Enamine T0505-3993	75.91339047264145	355.29	370.08
AF2-PD	Chem T&I AMSACS-17229	61.9190422955096	322.31	335.04
AF2-PD	Chemical Block A3692/0156694	71.88233650083846	324.22	340.14
AF2-PD	Life Chemicals F0778-0231	59.46506428172163	408.31	426.1
AF2-PD	Princeton Biomolecular OSSK_459353	88.19626110179492	339.21	355.1
AF2-PD	Toslab 44086	56.37190236631265	286.23	314.23
AF2-PD	Specs AM-900/15051004	68.50987516303336	348.28	378.25
AF2-PD	Life Chemicals F2584-0097	60.17483386125085	352.29	372.11
AF2-PD	Asinex ASN 06235439	66.72160114278616	354.26	381.21
AF2-PD	Specs AA-504/36954121	65.50664554996584	374.32	391.1
AF2-PD	Specs AP-866/42442546	66.47167877771567	379.3	393.03
AF2-PD	EMC Microcollections 009B3204	76.84432643935159	356.26	379.18
AF2-PD	Chembridge 9014479	64.84171790572015	298.2	315.13
AF2-PD	Chem T&I NSB 0071574	72.09008757220049	427.76	446.08
AF2-PD	Chem T&I AMSACS-12929	59.42031550835352	298.23	319.13
AF2-PD	Life Chemicals F0396-0052	55.53493571827837	362.31	381.11
AF2-PD	Chem T&I AMSACS-08712	68.99928575864853	334.32	351.08
AF2-PD	Life Chemicals F0560-0107	36.61533445127632	355.26	374.14
AF2-PD	Chemdiv 8005-4355	77.16200857089622	418.17	435.06
AF2-PD	InterBioScreen STOCK5S-70232	61.67769082665673	408.38	430.1
AF2-PD	Chembridge 5707467	65.32451400534129	372.32	394.14
AF2-PD	Asinex ASN 04371767	68.76917582758834	400.33	420.13
AF2-PD	A-Synthese-Biotech EX-14747	56.627010744674244	413.74	429.09
AF2-PD	InterBioScreen STOCK3S-81928	63.997670952114774	366.28	387.18
AF2-PD	Nanosyn NS61821	57.579187628097635	388.32	410.14
AF2-PD	Asinex ASN 05317597	70.60443450717347	396.3	412.08
AF2-PD	Chem T&I AMSACS-11579	82.22014160611143	342.13	357.01
AF2-PD	Bionet 8K-348S	71.61769455313335	419.2	434.03
AF2-PD	InterBioScreen STOCK5S-22526	73.19595056207689	359.66	372.06
AF2-PD	Asinex ASN 05343028	78.01015464877958	388.35	404.06
AF2-PD	Asinex ASN 03365236	51.29814918328054	377.31	399.14
AF2-PD	Life Chemicals F0566-0293	68.5425128873983	413.37	433.09
AF2-PD	EMC Microcollections 001A3586	57.51186261722874	396.35	418.15
AF2-PD	Chem T&I AMSACS-01505	61.897801378796345	371.71	383.03
AF2-PD	Chem T&I ARAK0118211	69.69694428917458	348.3	372.15
AF2-PD	Chembridge 7634772	58.80094404074281	397.35	415.13
AF2-PD	Chem T&I IVK/0000805	57.23523383640768	332.3	359.18
AF2-PD	InterBioScreen STOCK5S-68320	72.18340475746848	371.27	390.15
AF2-PD	InterBioScreen STOCK3S-83770	51.95503384882927	362.28	383.16
AF2-PD	Life Chemicals F0529-0304	70.58406310167071	346.33	361.06
AF2-PD	Chem T&I AMSACS-12205	51.749984473014095	359.73	376.08
AF2-PD	Nanosyn NS40942	60.36134401589963	360.31	380.12
AF2-PD	Comgenex CGX-3127127	61.445345009626735	407.78	428.11
AF2-PD	Pharmeks PHAR059863	72.03757530588162	324.28	340.1
AF2-PD	Lithuania 1050567	43.6774113409105	387.74	401.04
AF2-PD	Chem T&I AMCLME-04601	57.96413266256754	385.75	408.11
AF2-PD	InterBioScreen STOCK4S-52524	47.97152350785665	390.3	421.25
AF2-PD	Cerep CER0136666	80.23324638221229	352.27	378.21
AF2-PD	Asinex BAS 02903336	66.37547357307	427.76	444.05
AF2-PD	Life Chemicals F0417-0114	60.29088255387864	403.81	418.03
AF2-PD	Life Chemicals F1359-1195	70.36078504440718	409.79	425.03
AF2-PD	Pyxis Discovery PYX 00003417	46.698062232159494	403.31	425.18
AF2-PD	Asinex ASN 09961559	48.13440158996335	358.32	383.17
AF2-PD	Pyxis Discovery PYX 00004219	67.8619340413639	389.26	411.16
AF2-PD	Asinex ASN 03271999	88.76352400472021	375.23	390.12
AF2-PD	InterBioScreen STOCK4S-65808	91.0560524191044	380.16	396.03
AF2-PD	Life Chemicals F0579-0521	58.003384882926525	409.38	427.08
AF2-PD	Chem T&I UZI/1102918	60.38724302838333	372.34	390.07
AF2-PD	Asinex ASN 06916822	51.97205142537731	368.27	394.21
AF2-PD	Asinex ASN 04361294	63.38305074218992	380.39	400.06
AF2-PD	Tripos 1557-10610	89.33171852679958	326.27	347.12
AF2-PD	Maybridge ML 00307	64.39075212719708	256.18	268.11
AF2-PD	Bionet 10X-0864	63.460281970063974	367.77	386.05
AF2-PD	Tripos 1526-22023	86.39773927085274	326.27	351.16
AF2-PD	InterBioScreen STOCK5S-13559	62.27479659648469	361.73	375.04
AF2-PD	Otava 0120630218	80.65651201788708	334.08	346.01
AF2-PD	Asinex ASN 02617640	61.432426557356685	378.38	397.1
AF2-PD	Chem T&I AMSACS-08601	69.31752686168561	345.73	363.08
AF2-PD	Tripos 1557-13590	78.70095025153717	346.3	365.11
AF2-PD	EMC Microcollections 013A0485	71.97689584497857	305.7	324.09
AF2-PD	Asinex ASN 06601079	57.91711694925781	376.36	400.17
AF2-PD	Cerep CER0116166	49.55797776535619	375.35	388.05
AF2-PD	Tripos 1554-07659	91.79917396435005	328.26	348.11
AF2-PD	Princeton Biomolecular OSSK_115610	80.23228370908639	286.25	305.11
AF2-PD	Pyxis Discovery PYX 00000172	62.268275262406064	307.22	335.21
AF2-PD	Chem T&I IVK/0000448	85.48900689398174	348.3	372.15
AF2-PD	Life Chemicals F0577-0037	45.0372958201354	370.33	395.17
AF2-PD	Life Chemicals F0642-0697	52.52614744425812	317.26	331.08
AF2-PD	Chem T&I AMSACS-26179	49.50354015278554	272.24	290.11
AF2-PD	Tripos 1527-02989	59.041984969877646	278.63	292.08
AF2-PD	Enamine T0503-9700	49.5788460344078	302.23	321.16
AF2-PD	Tripos 1513-09513	71.34898453512204	362.31	387.16
AF2-PD	Chembridge 7916788	96.8932053909695	306.3	323.06
AF2-PD	Asinex ASN 03798095	55.60216756723185	362.31	394.22
AF2-PD	Life Chemicals F1895-0070	55.74824545059313	425.39	441.07
AF2-PD	Asinex BAS 05101595	55.45422644556239	372.3	396.18
AF2-PD	InterBioScreen STOCK4S-15128	74.48500093161915	422.38	445.11
AF2-PD	Asinex ASN 05588575	50.305353704738835	400.33	418.11
AF2-PD	Biofocus 170_4347_0164	70.09353456307062	322.64	336.08
AF2-PD	InterBioScreen STOCK5S-06824	63.47472206695236	325.67	341.09
AF2-PD	Biofocus 119_0552_0135	84.24445686603316	378.29	401.19
AF2-PD	Cerep CER0099275	53.33678032420347	392.22	411.13
AF2-PD	Chemical Block A3816/0161993	70.38770883796037	344.31	362.12
AF2-PD	Biofocus 170_0148_0349	37.83985466741196	366.28	387.17
AF2-PD	Life Chemicals F0631-0161	36.38314390410534	348.3	373.17
AF2-PD	Chembridge 9001855	67.29954661201168	425.75	449.15
AF2-PD	Maybridge HTS 07015	76.44276752996709	322.21	342.13
AF2-PD	Tripos 1554-03007	68.29473324638221	316.68	329.03
AF2-PD	Asinex ASN 06116813	65.74340103099186	414.32	437.19
AF2-PD	Tripos 1559-05871	54.24607167256692	309.11	323.01
AF2-PD	Specs AN-648/40682295	72.63890441587479	264.2	282.14
AF2-PD	ASDI 150016433	62.137227501397426	126.09	133.05
AF2-PD	Tripos 1557-01752	55.2728712502329	354.71	372.08
AF2-PD	Tripos 1518-06794	68.05894043848208	392.38	415.13
AF2-PD	InterBioScreen STOCK5S-48304	62.58061611080057	414.32	437.17
AF2-PD	Chem T&I PMOS-0027433	37.619371467610705	424.29	444.15
AF2-PD	Lithuania 1067744	54.393826470405564	359.25	378.14
AF2-PD	Maybridge HTS 06299	54.40298739208745	341.25	352.05
AF2-PD	InterBioScreen STOCK5S-05837	78.81473200422334	421.71	446.14
AF2-PD	Life Chemicals F1608-0478	57.43869945966089	350.27	377.21
AF2-PD	Chemdiv 1416-0529	76.73585491584373	354.26	377.17
AF2-PD	Chemical Block A3577/0151844	56.13266256754239	338.28	361.15
AF2-PD	Comgenex CGX-0740668	45.293118439848456	371.27	396.2
AF2-PD	Asinex ASN 06745065	77.39081423514068	276.22	296.17
AF2-PD	Life Chemicals F0497-0082	69.51220421091858	382.27	405.18
AF2-PD	InnovaPharm STT-00192300	44.44686665424508	332.23	355.18
AF2-PD	Tripos 1534-05651	53.14051922240854	380.37	402.11
AF2-PD	Chembridge 5859646	92.1908577107012	320.22	344.17
AF2-PD	Specs AK-968/37053096	84.32224706539967	341.25	354.08
AF2-PD	InterBioScreen STOCK3S-07953	67.23088628035526	308.21	324.12
AF2-PD	Maybridge RJF 01152	73.48298242345196	289.64	305.09
AF2-PD	Tripos 1518-03381	56.50444071796783	377.77	400.12
AF2-PD	Specs AG-205/07903010	63.12396745543755	341.21	353.08
AF2-PD	Asinex ASN 04479736	74.72377492081237	378.31	401.15
AF2-PD	Asinex ASN 05110337	51.99568349791939	415.27	434.13
AF2-PD	Chem T&I AMCLME-05084	61.13933917148003	284.19	307.17
AF2-PD	Bionet 10W-0283	65.52537109496305	280.22	296.08
AF2-PD	ASDI 100018405	62.044438233650084	285.67	297.02
