ProSPECCTs Dataset	Compound library	Cosine distance	Sensitivity	Specificity	Precision	Accuracy	MCC	F1 Score
P2	LLM_128	0.03218184158798345	0.04722473799974124	1.0	1.0	0.9319666300200479	0.20976417514825427	0.09019026439337781
P2	LLM_128	0.03620457178648138	0.051364989002458276	1.0	1.0	0.9322622666087712	0.21879861230269954	0.09771105094757568
P2	LLM_128	0.04022730198497931	0.056022771380514945	1.0	1.0	0.9325948577710849	0.2285418598152202	0.10610144572408724
P2	LLM_128	0.04425003218347724	0.059904256695562166	1.0	1.0	0.932872017073013	0.2363593239322066	0.113037109375
P2	LLM_128	0.04827276238197517	0.06533833613662829	1.0	1.0	0.9332600400957124	0.24689515594840292	0.12266213262084041
P2	LLM_128	0.052295492580473106	0.07180747832837366	1.0	1.0	0.9337219722655925	0.2588893425293031	0.13399323998068566
P2	LLM_128	0.056318222778971035	0.07853538620778884	1.0	1.0	0.9342023817222679	0.2708113792891837	0.14563339731285987
P2	LLM_128	0.06034095297746897	0.08655712252555312	1.0	1.0	0.9347751776129193	0.284387655554337	0.15932364848773517
P2	LLM_128	0.0643636831759669	0.09664898434467589	1.0	1.0	0.9354957917979324	0.300618354091927	0.17626238791882964
P2	LLM_128	0.06838641337446483	0.10441195497477035	1.0	1.0	0.9360501104017886	0.3125454624625457	0.18908153701968136
P2	LLM_128	0.07240914357296276	0.11631517660758184	1.0	1.0	0.9369000655943681	0.33002155643702386	0.20839128419100603
P2	LLM_128	0.0764318737714607	0.13365247768145944	1.0	1.0	0.9381380438096469	0.35398419148255056	0.23579091531613786
P2	LLM_128	0.08045460396995863	0.14969595031698796	1.0	1.0	0.9392836355909499	0.3748449726029216	0.2604096331307675
P2	LLM_128	0.08447733416845656	0.16780954845387502	1.0	1.0	0.9405770456666143	0.3971358377641474	0.2873919787281188
P2	LLM_128	0.08850006436695448	0.1882520377797904	1.0	1.0	0.9420367513234357	0.42094139975536105	0.31685540069686413
P2	LLM_128	0.09252279456545241	0.20481304179065857	1.0	1.0	0.9432192976783289	0.43933018496799847	0.3399914089347079
P2	LLM_128	0.09654552476395034	0.22473799974123432	1.0	1.0	0.9446420487615599	0.46053670928448026	0.3669976758926685
P2	LLM_128	0.10056825496244828	0.2431103635657912	1.0	1.0	0.9459539361240196	0.4793110554303319	0.3911323896752706
P2	LLM_128	0.10459098516094621	0.26821063526976324	0.9999801018783827	0.9990361445783132	0.9477277556563595	0.5036311770427936	0.4228886168910649
P2	LLM_128	0.10861371535944414	0.2920170785353862	0.9998209169054442	0.9920879120879121	0.9492798477471568	0.523888027619717	0.45121951219512196
P2	LLM_128	0.11263644555794207	0.32048130417906584	0.9994826488379497	0.9794385132463425	0.9509982354191111	0.5454250815964229	0.482940144277637
P2	LLM_128	0.11665917575644	0.34765170138439644	0.9991045845272206	0.9675909254591285	0.9525872820834989	0.5647482504707338	0.5115172282505235
P2	LLM_128	0.12068190595493794	0.3841376633458403	0.9983484559057625	0.9470494417862839	0.9544904426234052	0.5872915645938007	0.5465758468335787
P2	LLM_128	0.12470463615343587	0.41570707724155775	0.9972739573384273	0.9214224261542874	0.9557468981254793	0.6022675131282667	0.5729315263908702
P2	LLM_128	0.1287273663519338	0.45322810195368096	0.9955627188793378	0.8870600151937199	0.9568370580463965	0.6163757043519944	0.5999314951190272
P2	LLM_128	0.13275009655043174	0.48867900116444557	0.9944086278255333	0.8704770684489513	0.9582967637032178	0.634146716948613	0.6259529333775273
P2	LLM_128	0.13677282674892965	0.5251649631258896	0.9925382043935053	0.8440424204616345	0.9591651961825925	0.6469885329651837	0.647471686074334
P2	LLM_128	0.1407955569474276	0.5657911760900505	0.9901504297994269	0.8154018273354465	0.9598488557940152	0.6596819988663655	0.6680415520928812
P2	LLM_128	0.1448182871459255	0.6038297321775132	0.9869667303406559	0.7808265015894261	0.9596086510656775	0.6660479276654271	0.6810156135998833
P2	LLM_128	0.14884101734442345	0.6421270539526459	0.9835442534224769	0.7500377814719662	0.9591651961825925	0.6724935763118014	0.6919001812351875
P2	LLM_128	0.1528637475429214	0.675507827662052	0.9793059535179879	0.7151075195178742	0.9576131040917951	0.6723038488907852	0.6947438456420493
P2	LLM_128	0.1568864777414193	0.7065597101824298	0.974450811843362	0.680159422094906	0.9553219205291895	0.669165957940926	0.6931082624698566
P2	LLM_128	0.16090920793991725	0.7358002328891189	0.9683818847500796	0.6415115623237451	0.9517742814645097	0.6612649096551305	0.6854284681210076
P2	LLM_128	0.16493193813841517	0.7596066761547419	0.9618155046163642	0.6046966731898239	0.9473766872072504	0.6501060420031989	0.6733570363573804
P2	LLM_128	0.1689546683369131	0.7849657135463838	0.9538363578478192	0.5666386476137106	0.9417780693083028	0.637216182271187	0.6581688001735735
P2	LLM_128	0.17297739853541105	0.8134299391900633	0.9444643425660617	0.5296992164462044	0.935107768775233	0.6245924647423629	0.6415960812327789
P2	LLM_128	0.17700012873390897	0.8343899598913184	0.9327244508118434	0.48815381121792445	0.9257028297964727	0.6034378417254996	0.6159503342884431
P2	LLM_128	0.1810228589324069	0.8574201060939319	0.9198503661254378	0.4513382823673636	0.9153925037647472	0.5845139985408119	0.5913796180617527
P2	LLM_128	0.18504558913090483	0.8747574071678096	0.9050859598853869	0.41475983068523403	0.9029203351779824	0.5614597399893173	0.5627132750728256
P2	LLM_128	0.18906831932940277	0.8933885366800363	0.8884312320916905	0.3810916717258127	0.8887852107796491	0.5392556891362683	0.5342773135252243
P2	LLM_128	0.19309104952790068	0.9135722603182818	0.8691698503661255	0.3493642076097175	0.8723404255319149	0.5172256547733058	0.5054402290622763
P2	LLM_128	0.19711377972639862	0.9265105447017725	0.846028334925183	0.3163405044838097	0.8517752053288495	0.48914147838771044	0.47164591977869985
P2	LLM_128	0.20113650992489657	0.9389312977099237	0.8210163960522127	0.287440091892106	0.8294361655934442	0.462728313635645	0.44013828238719066
P2	LLM_128	0.20515924012339448	0.952387113468754	0.794054441260745	0.2623213712982431	0.8053602608992896	0.43861332561293237	0.41134395082425257
P2	LLM_128	0.20918197032189242	0.9588562556604994	0.763590417064629	0.23773778590446862	0.7775334669857078	0.41081856582431603	0.38100868849930597
P2	LLM_128	0.21320470052039034	0.9658429292275844	0.7303605539637058	0.21595741603263227	0.7471752847811828	0.38451991098008054	0.35298846226593533
P2	LLM_128	0.21722743071888828	0.9715357743563203	0.6968919134033748	0.19773535220539828	0.7165029887011392	0.3606646146298642	0.3285926833537546
P2	LLM_128	0.22125016091738622	0.9767110881097166	0.6606375358166189	0.18120934251902351	0.6832069178961762	0.3372988223593269	0.3057017899084798
P2	LLM_128	0.22527289111588414	0.9811101048001035	0.6238459089461955	0.16705954924985128	0.6493565284873569	0.31568714171862877	0.28550451807228916
P2	LLM_128	0.22929562131438208	0.9842152930521413	0.5867558102515122	0.154793154671062	0.6151365933426336	0.29530276670842676	0.26751301167534114
P2	LLM_128	0.23331835151288	0.987320481304179	0.5484718242597899	0.14394039422804866	0.5798080209901978	0.27599162677019323	0.25125115237718953
P2	LLM_128	0.23734108171137794	0.9893906068055376	0.5111429481056988	0.134670588028107	0.5452924492567511	0.2580882245196653	0.23707217261904762
P2	LLM_128	0.24136381190987588	0.9919782636822357	0.47285896211397643	0.12641176567575144	0.509926922330725	0.24115411459970965	0.22424685580579118
P2	LLM_128	0.2453865421083738	0.9932720921205848	0.4341770136899077	0.1189329036855722	0.4740994632348186	0.22434133615817717	0.21242978499681783
P2	LLM_128	0.24940927230687174	0.9945659205589339	0.39728589621139765	0.11260198924809937	0.4399349599504809	0.20907314997004986	0.2023001210590031
P2	LLM_128	0.2534320025053697	0.9961185146849528	0.3623049984081503	0.10723587993592869	0.4075627534852782	0.19529677330546175	0.1936270811327398
P2	LLM_128	0.2574547327038676	0.9974123431233018	0.32873686723973256	0.10254193325263704	0.37648395709574006	0.18233670789987308	0.18596516620832731
P2	LLM_128	0.2614774629023655	0.9981886401863113	0.2945120980579433	0.09812400635930048	0.34475845566836966	0.1690639061250134	0.17868309516640804
P2	LLM_128	0.2655001931008635	0.9984474058739811	0.26291388092964024	0.0943363935307996	0.31543500152437615	0.15664370838233496	0.17238529240941786
P2	LLM_128	0.2695229232993614	0.9989649372493208	0.23418099331423115	0.09116240628136253	0.28879075396568765	0.14551608252766285	0.16707781528607288
P2	LLM_128	0.2735456534978593	0.9994824686246604	0.20606494746895893	0.08826049700085689	0.2627193022976506	0.13454377901415285	0.16219791294853758
P2	LLM_128	0.2775683836963572	0.9997412343123302	0.1831622094874244	0.08601899163967093	0.24147042248316258	0.1253527101871519	0.15840833145410935
P2	LLM_128	0.2815911138948552	0.9997412343123302	0.16004059216809932	0.08384968476338263	0.21999981522713205	0.11566240660701697	0.15472257263571013
P2	LLM_128	0.2856138440933531	0.9997412343123302	0.13994348933460682	0.0820511186858229	0.201337755563973	0.10696461720412766	0.15165551215874076
P2	LLM_128	0.289636574291851	1.0	0.12207497612225406	0.0805347448708464	0.18476362930867232	0.09915279651689304	0.1490646094503375
P2	LLM_128	0.293659304490349	1.0	0.10579831263928685	0.07918489452600735	0.16964920871019298	0.09152938450230877	0.14674944938102832
P2	LLM_128	0.2976820346888469	1.0	0.09053645335880293	0.07795967359619128	0.15547712973826924	0.08401304870321677	0.14464302423505193
P2	LLM_128	0.3017047648873448	1.0	0.07714501751034702	0.07691542189536955	0.14304191572509492	0.07703013416146964	0.14284394174613735
P2	LLM_128	0.3057274950858428	1.0	0.06618115249920407	0.07608107176958136	0.13286093070093588	0.07095867116206132	0.14140397738707258
P2	LLM_128	0.3097502252843407	1.0	0.055933619866284624	0.07531743634219784	0.12334512800140428	0.06490590769465893	0.1400840975821945
P2	LLM_128	0.3137729554828386	1.0	0.04691977077363897	0.07465829509780246	0.1149749170831755	0.059185725410267516	0.138943318891905
P2	LLM_128	0.31779568568133654	1.0	0.03906001273479783	0.07409289172218761	0.10767638879906874	0.0537965546687392	0.13796365713469708
P2	LLM_128	0.3218184158798345	1.0	0.032513530722699774	0.073628456841283	0.10159736144344564	0.048927712940357526	0.13715816933151143
P2	LLM_128	0.3258411460783324	1.0	0.025827761859280485	0.07316011169482702	0.0953889930802561	0.04346909180615985	0.13634519378340712
P2	LLM_128	0.32986387627683034	1.0	0.020117000955109838	0.07276475960044813	0.09008601177003168	0.038259753506531546	0.13565837048478252
P2	LLM_128	0.3338866064753283	1.0	0.01563992359121299	0.07245778998584405	0.08592862224111011	0.03366354554955195	0.135124739943006
P2	LLM_128	0.3379093366738262	1.0	0.01237663164597262	0.07223567015897642	0.08289834720669617	0.029900406038340474	0.13473842023604066
P2	LLM_128	0.34193206687232414	1.0	0.008894460362941739	0.07200014904934465	0.07966482201753494	0.025306174579443914	0.13432861760923215
P2	LLM_128	0.3459547970708221	1.0	0.0066459726201846545	0.07184888401364654	0.07757688860967656	0.021851904172074294	0.1340653241053928
P2	LLM_128	0.34997752726932	1.0	0.004954632282712512	0.07173551878080246	0.07600631923208397	0.01885266870149936	0.1338679506720244
P2	LLM_128	0.35400025746781794	1.0	0.0036214581343521172	0.0716464121175042	0.07476834101680509	0.016107901227660905	0.1337127830735429
P2	LLM_128	0.35802298766631585	1.0	0.0023081821076090417	0.07155885157718338	0.07354884008832144	0.01285188160743421	0.1335602827074945
P2	LLM_128	0.3620457178648138	1.0	0.0016316459726201846	0.07151382810403693	0.07292061233728439	0.010802094686337646	0.13348185758941677
P2	LLM_128	0.36606844806331174	1.0	0.0010744985673352436	0.07147679246853413	0.0724032483070186	0.008763658545673628	0.13341734131984603
P2	LLM_128	0.37009117826180965	1.0	0.0008158229863100923	0.07145961038840966	0.0721630435786809	0.007635338417360953	0.1333874085323761
P2	LLM_128	0.3741139084603076	1.0	0.0005173511620503024	0.07143979517326161	0.0718858842767528	0.006079429335844153	0.13335288738591072
P2	LLM_128	0.37813663865880554	1.0	0.00021887933779051258	0.0714199909442889	0.07160872497482469	0.003953777980981021	0.1333183841032187
P2	LLM_128	0.38215936885730345	1.0	9.949060808659663e-05	0.07141207232678252	0.07149786125405345	0.0026654887920446436	0.13330458778889273
P2	LLM_128	0.38618209905580136	1.0	3.979624323463865e-05	0.07140811367646922	0.07144242939366784	0.0016857564061261924	0.13329769070244726
P2	LLM_128	0.39020482925429933	1.0	3.979624323463865e-05	0.07140811367646922	0.07144242939366784	0.0016857564061261924	0.13329769070244726
P2	LLM_128	0.39422755945279725	1.0	1.9898121617319326e-05	0.07140679422389343	0.07142395210687262	0.0011919987733927944	0.13329539183222958
P3	LLM_128	0.0	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P3	LLM_128	0.003173061147169825	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P3	LLM_128	0.00634612229433965	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P3	LLM_128	0.009519183441509475	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P3	LLM_128	0.0126922445886793	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P3	LLM_128	0.015865305735849124	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P3	LLM_128	0.01903836688301895	0.02486969471332837	0.9998510796723753	0.9940476190476191	0.5123603871928518	0.11121130459457898	0.048525352317303504
P3	LLM_128	0.022211428030188773	0.027252419955323903	0.9997766195085629	0.991869918699187	0.5135145197319434	0.11610322027540101	0.05304732226972969
P3	LLM_128	0.0253844891773586	0.029486224869694714	0.9997021593447506	0.99	0.5145941921072227	0.12049281521534186	0.05726681127982646
P3	LLM_128	0.028557550324528426	0.03291139240506329	0.9996276991809382	0.9888143176733781	0.5162695457930008	0.12717999680063205	0.06370252936513655
P3	LLM_128	0.03173061147169825	0.037379002233804914	0.9995532390171258	0.9881889763779528	0.5184661206254654	0.13556358004728122	0.07203329028555029
P3	LLM_128	0.03490367261886807	0.041102010424422936	0.9991809381980641	0.9804618117229129	0.5201414743112435	0.14060150341191638	0.07889659115271921
P3	LLM_128	0.0380767337660379	0.045420699925539834	0.9986597170513775	0.9713375796178344	0.5220402084884587	0.14585663268773771	0.08678332621994594
P3	LLM_128	0.041249794913207724	0.052717795979151154	0.9975428145941921	0.9554655870445344	0.5251303052866716	0.15343215898094262	0.09992237668477877
P3	LLM_128	0.04442285606037755	0.05763216679076694	0.9966492926284438	0.945054945054945	0.5271407297096053	0.1578544206572756	0.10863920275107025
P3	LLM_128	0.04759591720754738	0.06388682055100521	0.9959046909903202	0.9397590361445783	0.5298957557706627	0.16498200628638515	0.11964024262706546
P3	LLM_128	0.0507689783547172	0.07490692479523454	0.9937453462397617	0.9229357798165138	0.5343261355174982	0.17396443175259688	0.13856749311294767
P3	LLM_128	0.05394203950188702	0.08339538346984364	0.9909158600148921	0.9017713365539453	0.5371556217423679	0.1769282299527325	0.15267175572519084
P3	LLM_128	0.05711510064905685	0.09292628443782576	0.9887565152643336	0.8920657612580415	0.5408413998510797	0.1838061514632832	0.16831883471575965
P3	LLM_128	0.060288161796226675	0.1039463886820551	0.9856291883842144	0.8785399622404028	0.5447877885331348	0.18984207182130688	0.1858978627072375
P3	LLM_128	0.0634612229433965	0.11615785554728221	0.9830975428145942	0.8729714605484051	0.5496276991809382	0.19914285213448574	0.20503384372741013
P3	LLM_128	0.06663428409056632	0.12985852568875653	0.9772151898734177	0.8507317073170731	0.5535368577810871	0.2016362321174827	0.22532299741602066
P3	LLM_128	0.06980734523773614	0.14594192107222637	0.9717051377513031	0.8376068376068376	0.5588235294117647	0.20858781044709407	0.24857324032974001
P3	LLM_128	0.07298040638490598	0.16113179448994788	0.9654504839910648	0.8234398782343988	0.5632911392405063	0.21303041370648212	0.2695229792003986
P3	LLM_128	0.0761534675320758	0.17617274758004467	0.957855547282204	0.8069577080491133	0.5670141474311243	0.21490044861706184	0.28920669844762253
P3	LLM_128	0.07932652867924563	0.19538346984363367	0.9501861504095309	0.7968417856058305	0.5727848101265823	0.22192117616865376	0.3138192907971058
P3	LLM_128	0.08249958982641545	0.21459419210722264	0.9427401340282948	0.7893727745823063	0.5786671630677588	0.22954369396789165	0.3374509689128271
P3	LLM_128	0.08567265097358527	0.2308265078183172	0.9332836932241251	0.7757757757757757	0.5820551005212211	0.2305805892435822	0.355790198553885
P3	LLM_128	0.0888457121207551	0.25346239761727474	0.9240506329113924	0.7694394213381555	0.5887565152643336	0.23929078601173956	0.3813151114596169
P3	LLM_128	0.09201877326792493	0.2731198808637379	0.9145941921072226	0.7617860851505711	0.5938570364854803	0.24469193107940368	0.4020827624006577
P3	LLM_128	0.09519183441509475	0.29516008935219656	0.90536113179449	0.7572110792741166	0.6002606105733432	0.25310454994121095	0.4247522100187517
P3	LLM_128	0.09836489556226458	0.31928518242740134	0.8930752047654504	0.7491264849755416	0.6061801935964259	0.2592915169454338	0.44773937558734467
P3	LLM_128	0.1015379567094344	0.34370811615785557	0.8815338793745346	0.7436764942806509	0.612620997766195	0.26717322561268186	0.4701329123593217
P3	LLM_128	0.10471101785660422	0.36574832464631424	0.8679076693968727	0.7346694585701465	0.6168279970215934	0.27019278317640294	0.48836746868164643
P3	LLM_128	0.10788407900377404	0.38763961280714815	0.8539836187639612	0.7263848193107297	0.6208116157855548	0.27314298954922694	0.5055105112395009
P3	LLM_128	0.11105714015094387	0.41102010424422936	0.8393894266567387	0.719030871434154	0.625204765450484	0.27712316704694345	0.5230492253754678
P3	LLM_128	0.1142302012981137	0.43425167535368575	0.825614296351452	0.7134817714705163	0.6299329858525688	0.28239040613720734	0.5399000185150898
P3	LLM_128	0.11740326244528353	0.4574832464631422	0.8099032017870439	0.7064505001724732	0.6336932241250931	0.28571752446174115	0.5553396303159036
P3	LLM_128	0.12057632359245335	0.47848101265822784	0.7956813104988831	0.7007633587786259	0.6370811615785554	0.2890914183530756	0.5686725663716814
P3	LLM_128	0.12374938473962317	0.49918093819806403	0.780789277736411	0.6948590381426202	0.6399851079672375	0.2917786622675125	0.5809862206430366
P3	LLM_128	0.126922445886793	0.5244973938942665	0.7650781831720029	0.6906559466614374	0.6447877885331348	0.2983380282244429	0.5962165136061619
P3	LLM_128	0.13009550703396283	0.5478778853313477	0.7476545048399107	0.684656183120871	0.6477661950856292	0.3016124545046365	0.6086776688588328
P3	LLM_128	0.13326856818113264	0.5678332092330604	0.7270290394638869	0.675345377258236	0.6474311243484736	0.2986711950922421	0.6169403769921528
P3	LLM_128	0.13644162932830248	0.590915860014892	0.702903946388682	0.6654368606406171	0.6469099032017871	0.29567976536974266	0.6259662407319766
P3	LLM_128	0.1396146904754723	0.613849590469099	0.6795979151154132	0.657049493902925	0.6467237527922561	0.29408383301601737	0.6347153250952766
P3	LLM_128	0.14278775162264212	0.63469843633656	0.6507818317200298	0.6450734069925836	0.6427401340282949	0.28551719861234137	0.6398438672871941
P3	LLM_128	0.14596081276981196	0.6567386448250186	0.6201787043931497	0.633575174197256	0.6384586746090841	0.2771026028640691	0.6449489963803883
P3	LLM_128	0.14913387391698177	0.6786299329858526	0.5886820551005212	0.6226260418089903	0.6336559940431868	0.26839995425361757	0.6494228302693459
P3	LLM_128	0.1523069350641516	0.7005212211466865	0.5518242740134028	0.6098398911000195	0.6261727475800447	0.25518240567450917	0.6520428318952074
P3	LLM_128	0.15547999621132141	0.7142218912881608	0.5204020848845867	0.5982660762178008	0.6173119880863738	0.23915911546283686	0.6511217459186098
P3	LLM_128	0.15865305735849125	0.7323901712583768	0.48518242740134027	0.5872238805970149	0.6087862993298585	0.22454181465614748	0.6518223989396952
P3	LLM_128	0.16182611850566106	0.7496649292628443	0.45420699925539837	0.578687205425911	0.6019359642591213	0.2133989649769978	0.6531724406383806
P3	LLM_128	0.1649991796528309	0.7638123603871928	0.41921072226358896	0.5680584782367926	0.591511541325391	0.1949648734120699	0.6515497967479674
P3	LLM_128	0.16817224080000073	0.7785554728220402	0.3850335070737156	0.5586962329682074	0.5817944899478779	0.1779465600325445	0.6505521854098616
P3	LLM_128	0.17134530194717054	0.789873417721519	0.3538346984363366	0.5500362957585814	0.5718540580789278	0.15968847644685785	0.6484900354566573
P3	LLM_128	0.17451836309434038	0.8023827252419955	0.3230081906180194	0.542379706059996	0.5626954579300074	0.14287765105423625	0.6472460808456965
P3	LLM_128	0.1776914242415102	0.8153387937453462	0.29754281459419213	0.5371860282574569	0.5564408041697692	0.13194747260777737	0.6476607322410836
P3	LLM_128	0.18086448538868002	0.8275502606105734	0.27252419955323903	0.5321777437272553	0.5500372300819062	0.1203059569719727	0.647782246313458
P3	LLM_128	0.18403754653584986	0.8397617274758005	0.24839910647803426	0.5276997941231518	0.5440804169769173	0.10932565003585519	0.6481236710533878
P3	LLM_128	0.18721060768301967	0.8501861504095309	0.22918838421444526	0.5244832338079927	0.5396872673119881	0.10126726923831961	0.64875
P3	LLM_128	0.1903836688301895	0.8628443782576322	0.20841399851079673	0.5215356226652864	0.5356291883842145	0.09424187087774212	0.6501164128026031
P3	LLM_128	0.19355672997735932	0.8716306775874907	0.1881608339538347	0.5177584147905702	0.5298957557706627	0.08190856471870303	0.6496295679680346
P3	LLM_128	0.19672979112452915	0.8816083395383469	0.17244973938942665	0.5158142371699922	0.5270290394638868	0.07667279807651393	0.6508355321020228
P3	LLM_128	0.19990285227169896	0.8914370811615786	0.15510052122114668	0.5134010892405335	0.5232688011913627	0.06877998753082691	0.6515551443576696
P3	LLM_128	0.2030759134188688	0.899180938198064	0.1398361876396128	0.5110885390214999	0.5195085629188384	0.059962831140279275	0.6517351179232554
P3	LLM_128	0.20624897456603863	0.9070737155621742	0.12769918093819807	0.5097711009750178	0.5173864482501862	0.05549825946946381	0.6527178717818202
P3	LLM_128	0.20942203571320844	0.9164556962025316	0.11615785554728221	0.509057821159732	0.5163067758749069	0.05439193850077595	0.6545415868964051
P3	LLM_128	0.21259509686037828	0.9249441548771408	0.10558451228592702	0.5083899484325121	0.5152643335815339	0.05325264378738588	0.6561377561800127
P3	LLM_128	0.2157681580075481	0.9335815338793745	0.09367088607594937	0.507405908539053	0.513626209977662	0.05021407683011648	0.6574724698479287
P3	LLM_128	0.21894121915471793	0.939687267311988	0.08481012658227848	0.5066035084902252	0.5122486969471333	0.04721656592529168	0.6583031219842987
P3	LLM_128	0.22211428030188773	0.9472822040208488	0.07833209233060313	0.5068525896414343	0.512807148175726	0.05175654149096635	0.6603685439916948
P3	LLM_128	0.22528734144905757	0.955770662695458	0.07207743857036486	0.5073918886868527	0.5139240506329114	0.05949603080061779	0.6628795703367073
P3	LLM_128	0.2284604025962274	0.9611317944899479	0.06567386448250186	0.507071024512885	0.5134028294862248	0.06021765867969371	0.6638893174921565
P3	LLM_128	0.23163346374339722	0.9669396872673119	0.05941921072226359	0.5069092044656102	0.5131794489947877	0.06275810962251233	0.6651300962917435
P3	LLM_128	0.23480652489056705	0.9724497393894267	0.05405807892777364	0.5069088650830617	0.5132539091586001	0.06699433424091254	0.6664285349798439
P3	LLM_128	0.23797958603773686	0.9779597915115413	0.04951600893521966	0.5071238271747944	0.5137379002233805	0.07396447423952887	0.6679040911286837
P3	LLM_128	0.2411526471849067	0.9827252419955324	0.046314221891288164	0.5074982696300854	0.5145197319434103	0.08275588598088222	0.6693376610203875
P3	LLM_128	0.24432570833207654	0.9857036485480268	0.04259121370067014	0.507280809319436	0.5141474311243485	0.08510399461197647	0.6698375752669129
P3	LLM_128	0.24749876947924634	0.9900223380491437	0.03894266567386448	0.5074228141815823	0.5144825018615041	0.09375434588219131	0.6709560214972371
P3	LLM_128	0.2506718306264162	0.9930007446016381	0.03529411764705882	0.5072265327856382	0.5141474311243485	0.09833262140046788	0.6714666935199638
P3	LLM_128	0.253844891773586	0.9953834698436337	0.03134772896500372	0.5068051711718543	0.5133655994043187	0.10057920152436181	0.6716406662144849
P3	LLM_128	0.2570179529207558	0.9971705137751303	0.027177959791511542	0.5061798389840118	0.512174236783321	0.10014399924346797	0.6714969789655778
P3	LLM_128	0.26019101406792566	0.9983618763961281	0.022412509307520475	0.5052568112446773	0.5103871928518243	0.0952965174438955	0.6709535366677509
P3	LLM_128	0.2633640752150955	0.9991064780342517	0.01779597915115413	0.5042654740877147	0.5084512285927029	0.08783643881303727	0.6702465096530882
P3	LLM_128	0.2665371363622653	0.9994043186895011	0.014147431124348473	0.5034130972920261	0.5067758749069248	0.07921226483627668	0.6695600119724633
P3	LLM_128	0.26971019750943515	0.9995532390171258	0.010573343261355174	0.5025456723569931	0.5050632911392405	0.06839980248816346	0.668825668875492
P3	LLM_128	0.27288325865660495	0.9998510796723753	0.008488458674609085	0.5020939276099312	0.5041697691734922	0.06358809966634865	0.6684920595409967
P3	LLM_128	0.27605631980377476	0.9998510796723753	0.00580789277736411	0.5014189693801344	0.5028294862248697	0.0519234226746987	0.6678935588162149
P3	LLM_128	0.2792293809509446	0.9998510796723753	0.004318689501116903	0.501044776119403	0.502084884586746	0.044161620851355825	0.6675615212527964
P3	LLM_128	0.28240244209811444	1.0	0.0027550260610573344	0.5006897065950863	0.5013775130305287	0.03714045220743298	0.6672794574317442
P3	LLM_128	0.28557550324528425	1.0	0.0018615040953090098	0.5004658095770449	0.5009307520476545	0.030522436896319536	0.667080591084068
P3	LLM_128	0.28874856439245405	1.0	0.0011913626209977663	0.5002980181791089	0.5005956813104989	0.02441385586542714	0.6669315190942047
P3	LLM_128	0.2919216255396239	1.0	0.0008190618019359643	0.5002048493426199	0.500409530900968	0.02024101492612645	0.6668487301075002
P3	LLM_128	0.29509468668679373	1.0	0.0007446016381236039	0.5001862197392923	0.5003723008190618	0.019298691110661625	0.6668321747765641
P3	LLM_128	0.29826774783396354	1.0	0.0002978406552494416	0.5000744712540959	0.5001489203276247	0.012204200432303542	0.6667328600506379
P3	LLM_128	0.30144080898113335	1.0	0.00022338049143708115	0.5000558513609115	0.5001116902457186	0.010568950838327729	0.6667163104723608
P3	LLM_128	0.3046138701283032	1.0	0.0001489203276247208	0.5000372328542706	0.5000744601638124	0.008629351571306895	0.6666997617156474
P3	LLM_128	0.307786931275473	1.0	0.0001489203276247208	0.5000372328542706	0.5000744601638124	0.008629351571306895	0.6666997617156474
P3	LLM_128	0.31095999242264283	1.0	7.44601638123604e-05	0.5000186157340184	0.5000372300819061	0.006101759421411557	0.6666832137804364
P4	LLM_128	0.0	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P4	LLM_128	0.0032517682023382862	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P4	LLM_128	0.0065035364046765725	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P4	LLM_128	0.009755304607014858	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P4	LLM_128	0.013007072809353145	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P4	LLM_128	0.016258841011691432	0.024274013402829486	1.0	1.0	0.5121370067014147	0.11084278715475612	0.04739749927304449
P4	LLM_128	0.019510609214029716	0.025167535368577812	1.0	1.0	0.5125837676842889	0.11288993286788382	0.04909936083672284
P4	LLM_128	0.022762377416368003	0.027401340282948623	0.9999255398361876	0.997289972899729	0.5136634400595681	0.1173825946035046	0.05333719834770635
P4	LLM_128	0.02601414561870629	0.030379746835443037	0.9999255398361876	0.9975550122249389	0.5151526433358153	0.12374045467392746	0.05896379796228051
P4	LLM_128	0.029265913821044577	0.03350707371556218	0.9998510796723753	0.995575221238938	0.5166790766939687	0.12967045684814496	0.06483215674974788
P4	LLM_128	0.032517682023382864	0.037825763216679076	0.9998510796723753	0.996078431372549	0.5188384214445272	0.13803051838508537	0.07288378766140603
