ProSPECCTs Dataset	Compound library	Cosine distance	Sensitivity	Specificity	Precision	Accuracy	MCC	F1 Score
P1	LLM_128	0.1758030581460876	0.8077438570364854	0.982013226202529	0.8665921073653938	0.959990966916331	0.8140320312572524	0.8361338060736858
P1	LLM_128	0.17946562185746442	0.8224869694713328	0.9771880317945846	0.8391066545123063	0.9576386013775453	0.8065594068550624	0.8307136948183801
P1	LLM_128	0.18312818556884125	0.8363365599404319	0.9707041768089094	0.805045871559633	0.9537242651210057	0.7940347742332278	0.820392958878095
P1	LLM_128	0.18679074928021808	0.8492926284437826	0.9631432695000323	0.7692203938494739	0.9487560691030901	0.7790768785988128	0.8072758156982094
P1	LLM_128	0.1904533129915949	0.8628443782576322	0.9544622277750253	0.7326757713707638	0.9428845647182807	0.7630060731850449	0.7924502496067838
P1	LLM_128	0.19411587670297173	0.873566641846612	0.9429808500096934	0.6890637847997181	0.9342090406112387	0.7396744673375348	0.7704229051746783
P1	LLM_128	0.19777844041434853	0.8847356664184661	0.9303147146888396	0.6474498692240628	0.9245549324400617	0.7164875382242426	0.747718834560443
P1	LLM_128	0.20144100412572535	0.8945644080416977	0.9141589298408117	0.6011809447558046	0.9116827882118258	0.6876906245226079	0.719099778535943
P1	LLM_128	0.20510356783710218	0.9042442293373045	0.8948581522090343	0.5543686661188716	0.8960442621099778	0.6563665861459923	0.687344351369708
P1	LLM_128	0.208766131548479	0.9145197319434103	0.8740279602783103	0.5122195345733589	0.8791448680793406	0.6268252058607635	0.6566509837467921
P1	LLM_128	0.21242869525985583	0.9239017125837676	0.8486741485901385	0.4689696878070905	0.8581805863976815	0.5936518332563133	0.6221419975932612
P1	LLM_128	0.21609125897123266	0.9332836932241251	0.8215324300454516	0.43066245189664654	0.8356543339982686	0.5624119696744841	0.5893638030751869
P1	LLM_128	0.21975382268260948	0.9410275502606106	0.7901040432544213	0.3933885326526801	0.8091761074936956	0.5289702545861216	0.5548336113794011
P1	LLM_128	0.2234163863939863	0.951451973194341	0.7580509661159339	0.36257874127461553	0.7824908728217095	0.5007378214169109	0.5250657462195923
P1	LLM_128	0.22707895010536314	0.9586001489203276	0.7227882730543049	0.3334196622811561	0.7525876020926644	0.47073270484320445	0.4947542369624534
P1	LLM_128	0.23074151381673996	0.9651526433358153	0.6850268186028478	0.30711273278680756	0.7204260604463849	0.441507812531963	0.4659572938385218
P1	LLM_128	0.2344040775281168	0.9717051377513031	0.6451112595049867	0.28369565217391307	0.6863826263690768	0.41364176998519425	0.4391721352852095
P1	LLM_128	0.23806664123949361	0.9778108711839166	0.602998513667794	0.26268202912465993	0.6503632052391886	0.38664330777445427	0.41411497587587903
P1	LLM_128	0.24172920495087044	0.9828741623231572	0.5623721000366197	0.24520731163620152	0.615510557416538	0.36236324537194614	0.3924950194760786
P1	LLM_128	0.24539176866224727	0.9870439314966493	0.5206686340822437	0.22950138504155124	0.5796040498325116	0.33867366808081834	0.3724118555976963
P1	LLM_128	0.2490543323736241	0.9907669396872674	0.477457294875385	0.21523082397851898	0.5423237607738342	0.3153890026635924	0.3536384415032159
P1	LLM_128	0.2527168960850009	0.9946388682055101	0.4361631088038257	0.20329335849516042	0.5067371749030826	0.2946431643892155	0.3375875053703657
P1	LLM_128	0.2563794597963777	0.9968726731198808	0.3971738147039183	0.19302748060786065	0.4729572057661184	0.2749791106016882	0.32342851621007873
P1	LLM_128	0.26004202350775457	0.9980640357408787	0.35764599444241	0.18350583210119928	0.43857503105122514	0.2549442394336938	0.3100122580197516
P1	LLM_128	0.26370458721913137	0.9991064780342517	0.3191521444111755	0.17509656540348678	0.4050773457789153	0.2357904990490378	0.29797250782794077
P1	LLM_128	0.2673671509305082	0.9994043186895011	0.2818861340283911	0.1675739113064323	0.3725582445707403	0.21691239140580862	0.28702179073198897
P1	LLM_128	0.271029714641885	0.9995532390171258	0.24556792969002433	0.16082424823289804	0.34084835710790773	0.19838583387749392	0.2770691434468524
P1	LLM_128	0.2746922783532619	0.9998510796723753	0.21123150162634902	0.15494680482795228	0.3108886296059317	0.180790065717705	0.2683131519002518
P1	LLM_128	0.2783548420646387	0.9998510796723753	0.18064321564741614	0.15003016692364415	0.284165757085325	0.16449336926941788	0.2609101154160028
P1	LLM_128	0.28201740577601553	1.0	0.15052883269069212	0.14550379198266522	0.2578757198238549	0.14799498626379168	0.25404331788517925
P1	LLM_128	0.2856799694873923	1.0	0.12306399844904466	0.14159198734844491	0.23388159132823969	0.13200331856224742	0.24806058367196157
P1	LLM_128	0.2893425331987692	1.0	0.10020894815070117	0.13849358577733778	0.2139147126350258	0.11780618216530882	0.24329269397293526
P1	LLM_128	0.293005096910146	1.0	0.0799172823815781	0.1358541717245286	0.19618728593473597	0.10419739058356767	0.2392105872504141
P1	LLM_128	0.29666766062152283	1.0	0.0616289339336105	0.13356007717246454	0.1802100191953028	0.09072576906386484	0.23564710836608646
P1	LLM_128	0.30033022433289963	1.0	0.0476272537319863	0.13185540086790898	0.1679777183936166	0.0792458871681595	0.2329898338017418
P1	LLM_128	0.3039927880442765	1.0	0.03562889085151757	0.1304288711055862	0.1574955775527871	0.06816917200984317	0.230759978693792
P1	LLM_128	0.3076553517556533	1.0	0.026366240871981562	0.12934853796663712	0.14940344009936393	0.05839892728866693	0.22906752630950553
P1	LLM_128	0.31131791546703014	1.0	0.01917153135299313	0.12852166590108713	0.14311791937972826	0.04963826293658552	0.22776995743093126
P1	LLM_128	0.31498047917840694	1.0	0.012752299506710037	0.1277927910782933	0.1375098799352629	0.040368947801854065	0.2266245929025835
P1	LLM_128	0.31864304288978373	1.0	0.008831829050255261	0.12735169170080413	0.13408483571079077	0.03353726837955521	0.22593072355029187
P1	LLM_128	0.3223056066011606	1.0	0.006117657195786571	0.12704809475157983	0.13171365124769469	0.02787896502863721	0.22545283620675183
P1	LLM_128	0.3259681703125374	1.0	0.004329750339271482	0.12684889585733986	0.13015168052994092	0.023435529647834505	0.22513914034734794
P1	LLM_128	0.32963073402391424	1.0	0.002692630808004653	0.1266670439326203	0.12872144228235913	0.018468015184416875	0.22485266541655505
P1	LLM_128	0.33329329773529104	1.0	0.001723283717122978	0.12655961400731275	0.12787459068839624	0.014768145518790476	0.22468338547504726
P1	LLM_128	0.3369558614466679	1.0	0.001077052323201861	0.12648809523809523	0.12731002295908767	0.011671944860800566	0.22457067371202113
P1	LLM_128	0.3406184251580447	1.0	0.0006462313939211167	0.1264404609475032	0.12693364447288194	0.009039347063042415	0.2244955953395851
P1	LLM_128	0.34428098886942154	1.0	0.00040927988281670724	0.12641427737720967	0.1267266363054688	0.007192970223162549	0.2244543236287061
P1	LLM_128	0.34794355258079834	1.0	0.0002584925575684467	0.1263976207506682	0.12659490383529678	0.005716016467646572	0.22442806771277218
P1	LLM_128	0.3516061162921752	1.0	0.00010770523232018612	0.12638096851297687	0.12646317136512478	0.003689429708578319	0.22440181793877823
P1	LLM_128	0.355268680003552	1.0	8.61641858561489e-05	0.12637858998005044	0.12644435244081448	0.00329989519762054	0.22439806847232202
P1	LLM_128	0.35893124371492885	1.0	4.308209292807445e-05	0.12637383318277629	0.1264067145921939	0.0023333343577073016	0.22439056991528963
P1.2	LLM_128	0.0	0.18672199170124482	1.0	1.0	0.9032098765432098	0.4101687464977626	0.3146853146853147
P1.2	LLM_128	0.003381347064893803	0.18672199170124482	1.0	1.0	0.9032098765432098	0.4101687464977626	0.3146853146853147
P1.2	LLM_128	0.006762694129787606	0.18672199170124482	1.0	1.0	0.9032098765432098	0.4101687464977626	0.3146853146853147
P1.2	LLM_128	0.01014404119468141	0.18672199170124482	1.0	1.0	0.9032098765432098	0.4101687464977626	0.3146853146853147
P1.2	LLM_128	0.013525388259575211	0.18672199170124482	1.0	1.0	0.9032098765432098	0.4101687464977626	0.3146853146853147
P1.2	LLM_128	0.016906735324469013	0.18672199170124482	1.0	1.0	0.9032098765432098	0.4101687464977626	0.3146853146853147
P1.2	LLM_128	0.02028808238936282	0.21161825726141079	1.0	1.0	0.9061728395061729	0.4373210856945827	0.3493150684931507
P1.2	LLM_128	0.02366942945425662	0.23651452282157676	1.0	1.0	0.9091358024691358	0.46303496237207514	0.3825503355704698
P1.2	LLM_128	0.027050776519150423	0.25311203319502074	1.0	1.0	0.9111111111111111	0.4794938922219609	0.40397350993377484
P1.2	LLM_128	0.030432123584044225	0.27800829875518673	1.0	1.0	0.914074074074074	0.5032919236976402	0.43506493506493504
P1.2	LLM_128	0.03381347064893803	0.2946058091286307	1.0	1.0	0.9160493827160494	0.5186278069995686	0.4551282051282051
P1.2	LLM_128	0.03719481771383183	0.3112033195020747	1.0	1.0	0.9180246913580247	0.5335833013531474	0.47468354430379744
P1.2	LLM_128	0.04057616477872564	0.36099585062240663	1.0	1.0	0.9239506172839507	0.5764632736229656	0.5304878048780488
P1.2	LLM_128	0.043957511843619436	0.36929460580912865	1.0	1.0	0.9249382716049382	0.5833527245336294	0.5393939393939394
P1.2	LLM_128	0.04733885890851324	0.4107883817427386	1.0	1.0	0.9298765432098766	0.6168482821846777	0.5823529411764706
P1.2	LLM_128	0.05072020597340704	0.43568464730290457	1.0	1.0	0.9328395061728395	0.6362575354777986	0.6069364161849711
P1.2	LLM_128	0.054101553038300845	0.4605809128630705	1.0	1.0	0.9358024691358025	0.655208354454504	0.6306818181818182
P1.2	LLM_128	0.05748290010319465	0.5020746887966805	1.0	1.0	0.9407407407407408	0.6858799647586988	0.6685082872928176
P1.2	LLM_128	0.06086424716808845	0.5435684647302904	1.0	1.0	0.945679012345679	0.7155410669703269	0.7043010752688172
P1.2	LLM_128	0.06424559423298225	0.5518672199170125	1.0	1.0	0.9466666666666667	0.7213634906118492	0.7112299465240641
P1.2	LLM_128	0.06762694129787605	0.5767634854771784	1.0	1.0	0.9496296296296296	0.7386274774333527	0.7315789473684211
P1.2	LLM_128	0.07100828836276986	0.6265560165975104	1.0	1.0	0.9555555555555556	0.7723116465570501	0.7704081632653061
P1.2	LLM_128	0.07438963542766366	0.6431535269709544	1.0	1.0	0.9575308641975309	0.7833105025324489	0.7828282828282829
P1.2	LLM_128	0.07777098249255747	0.6846473029045643	1.0	1.0	0.9624691358024692	0.8103532975634175	0.812807881773399
P1.2	LLM_128	0.08115232955745127	0.6929460580912863	1.0	1.0	0.9634567901234568	0.8156883967677596	0.8186274509803921
P1.2	LLM_128	0.08453367662234507	0.7178423236514523	1.0	1.0	0.9664197530864198	0.8315559284208704	0.8357487922705314
P1.2	LLM_128	0.08791502368723887	0.7344398340248963	1.0	1.0	0.9683950617283951	0.8420241613266215	0.84688995215311
P1.2	LLM_128	0.09129637075213268	0.7510373443983402	1.0	1.0	0.9703703703703703	0.8524084235922211	0.8578199052132701
P1.2	LLM_128	0.09467771781702648	0.7510373443983402	1.0	1.0	0.9703703703703703	0.8524084235922211	0.8578199052132701
P1.2	LLM_128	0.09805906488192029	0.7842323651452282	1.0	1.0	0.974320987654321	0.8729381369656167	0.8790697674418605
P1.2	LLM_128	0.10144041194681408	0.8174273858921162	1.0	1.0	0.9782716049382716	0.8931695756276516	0.8995433789954338
P1.2	LLM_128	0.10482175901170789	0.8174273858921162	1.0	1.0	0.9782716049382716	0.8931695756276516	0.8995433789954338
P1.2	LLM_128	0.10820310607660169	0.8174273858921162	1.0	1.0	0.9782716049382716	0.8931695756276516	0.8995433789954338
P1.2	LLM_128	0.1115844531414955	0.8257261410788381	1.0	1.0	0.9792592592592593	0.8981834642344692	0.9045454545454545
P1.2	LLM_128	0.1149658002063893	0.8340248962655602	1.0	1.0	0.980246913580247	0.9031804230665176	0.9095022624434389
P1.2	LLM_128	0.11834714727128309	0.8340248962655602	1.0	1.0	0.980246913580247	0.9031804230665176	0.9095022624434389
P1.2	LLM_128	0.1217284943361769	0.8340248962655602	1.0	1.0	0.980246913580247	0.9031804230665176	0.9095022624434389
P1.2	LLM_128	0.1251098414010707	0.8340248962655602	1.0	1.0	0.980246913580247	0.9031804230665176	0.9095022624434389
P1.2	LLM_128	0.1284911884659645	0.8423236514522822	1.0	1.0	0.9812345679012345	0.9081607672920898	0.9144144144144144
P1.2	LLM_128	0.13187253553085831	0.8423236514522822	1.0	1.0	0.9812345679012345	0.9081607672920898	0.9144144144144144
P1.2	LLM_128	0.1352538825957521	0.8423236514522822	0.9977578475336323	0.9806763285024155	0.9792592592592593	0.8979357331087672	0.90625
P1.2	LLM_128	0.13863522966064593	0.8423236514522822	0.9977578475336323	0.9806763285024155	0.9792592592592593	0.8979357331087672	0.90625
P1.2	LLM_128	0.14201657672553972	0.8589211618257261	0.9977578475336323	0.981042654028436	0.9812345679012345	0.9079547460157488	0.915929203539823
P1.2	LLM_128	0.1453979237904335	0.8589211618257261	0.9977578475336323	0.981042654028436	0.9812345679012345	0.9079547460157488	0.915929203539823
P1.2	LLM_128	0.14877927085532733	0.8589211618257261	0.9966367713004485	0.971830985915493	0.980246913580247	0.9029973390638242	0.9118942731277533
P1.2	LLM_128	0.15216061792022112	0.8672199170124482	0.9943946188340808	0.954337899543379	0.9792592592592593	0.8983344052281244	0.908695652173913
P1.2	LLM_128	0.15554196498511494	0.8755186721991701	0.9943946188340808	0.9547511312217195	0.980246913580247	0.9033738381201781	0.9134199134199135
P1.2	LLM_128	0.15892331205000873	0.8838174273858921	0.9932735426008968	0.9466666666666667	0.980246913580247	0.9036974867785798	0.9141630901287554
P1.2	LLM_128	0.16230465911490255	0.9087136929460581	0.992152466367713	0.9399141630901288	0.9822222222222222	0.9141537733841474	0.9240506329113924
P1.2	LLM_128	0.16568600617979634	0.9087136929460581	0.9910313901345291	0.9319148936170213	0.9812345679012345	0.9096304326069061	0.9201680672268907
P1.2	LLM_128	0.16906735324469013	0.91701244813278	0.9876681614349776	0.9094650205761317	0.9792592592592593	0.9014553937940822	0.9132231404958677
P1.2	LLM_128	0.17244870030958395	0.941908713692946	0.9865470852017937	0.9043824701195219	0.9812345679012345	0.9123332665044654	0.9227642276422764
P1.2	LLM_128	0.17583004737447774	0.950207468879668	0.9831838565022422	0.8841698841698842	0.9792592592592593	0.9049497721620263	0.916
P1.2	LLM_128	0.17921139443937156	0.966804979253112	0.9798206278026906	0.8661710037174721	0.9782716049382716	0.9031207045979708	0.9137254901960784
P1.2	LLM_128	0.18259274150426535	0.975103734439834	0.9730941704035875	0.8303886925795053	0.9733333333333334	0.8854981222244471	0.8969465648854962
P1.2	LLM_128	0.18597408856915915	0.991701244813278	0.968609865470852	0.8101694915254237	0.971358024691358	0.881421906733912	0.8917910447761194
P1.2	LLM_128	0.18935543563405297	0.991701244813278	0.9641255605381166	0.7887788778877888	0.9674074074074074	0.8676553805040996	0.8786764705882353
P1.2	LLM_128	0.19273678269894676	1.0	0.9607623318385651	0.77491961414791	0.9654320987654321	0.862852000911041	0.8731884057971014
P1.2	LLM_128	0.19611812976384058	1.0	0.9506726457399103	0.7325227963525835	0.9565432098765432	0.8344994816495144	0.8456140350877193
P1.2	LLM_128	0.19949947682873437	1.0	0.9473094170403588	0.7194029850746269	0.9535802469135802	0.8255284503929218	0.8368055555555556
P1.2	LLM_128	0.20288082389362816	1.0	0.9372197309417041	0.6827195467422096	0.9446913580246914	0.7999113887840177	0.8114478114478114
P1.2	LLM_128	0.20626217095852198	1.0	0.9192825112107623	0.625974025974026	0.9288888888888889	0.7585822134417031	0.7699680511182109
P1.2	LLM_128	0.20964351802341577	1.0	0.9047085201793722	0.5863746958637469	0.9160493827160494	0.728353062302562	0.7392638036809815
P1.2	LLM_128	0.2130248650883096	1.0	0.8834080717488789	0.5367483296213809	0.8972839506172839	0.6885984365980333	0.6985507246376812
P1.2	LLM_128	0.21640621215320338	1.0	0.8665919282511211	0.5031315240083507	0.8824691358024691	0.6603103191336039	0.6694444444444444
P1.2	LLM_128	0.21978755921809717	1.0	0.8486547085201793	0.47162426614481406	0.8666666666666667	0.6326501040197265	0.6409574468085106
P1.2	LLM_128	0.223168906282991	1.0	0.8262331838565022	0.43738656987295826	0.8469135802469135	0.6011516432666627	0.6085858585858586
P1.2	LLM_128	0.22655025334788478	1.0	0.8026905829596412	0.40640809443507586	0.8261728395061728	0.5711566774901682	0.5779376498800959
P1.2	LLM_128	0.2299316004127786	1.0	0.7701793721973094	0.37019969278033793	0.7975308641975308	0.5339664474226798	0.5403587443946188
P1.2	LLM_128	0.2333129474776724	1.0	0.7275784753363229	0.3314993122420908	0.76	0.49111278152389803	0.49793388429752067
P1.2	LLM_128	0.23669429454256619	1.0	0.6973094170403588	0.3085787451984635	0.7333333333333333	0.46386944814827585	0.47162426614481406
P1.2	LLM_128	0.24007564160746	1.0	0.6614349775784754	0.285207100591716	0.7017283950617283	0.43433391783868736	0.4438305709023941
P1.2	LLM_128	0.2434569886723538	1.0	0.6210762331838565	0.2628135223555071	0.6661728395061728	0.40401390136273724	0.4162348877374784
P1.2	LLM_128	0.24683833573724762	1.0	0.5840807174887892	0.2451678535096643	0.6335802469135803	0.37841487257124434	0.3937908496732026
P1.2	LLM_128	0.2502196828021414	1.0	0.531390134529148	0.22376973073351902	0.5871604938271605	0.3448318826878337	0.36570561456752654
P1.2	LLM_128	0.2536010298670352	1.0	0.4943946188340807	0.21084864391951005	0.5545679012345679	0.32286597055476285	0.34826589595375723
P1.2	LLM_128	0.256982376931929	1.0	0.452914798206278	0.19802793755135578	0.5180246913580246	0.29948252599321673	0.33058984910836764
P1.2	LLM_128	0.26036372399682284	1.0	0.41591928251121074	0.18784099766173032	0.4854320987654321	0.2795115256544118	0.31627296587926507
P1.2	LLM_128	0.26374507106171663	1.0	0.38004484304932734	0.1789161098737936	0.45382716049382715	0.2607607042788121	0.3035264483627204
P1.2	LLM_128	0.2671264181266104	1.0	0.3486547085201794	0.17177476835352815	0.42617283950617285	0.2447245018207631	0.29318734793187345
P1.2	LLM_128	0.2705077651915042	1.0	0.30493273542600896	0.16272788656313303	0.38765432098765434	0.2227578496479741	0.27990708478513354
P1.2	LLM_128	0.273889112256398	1.0	0.27466367713004486	0.15700325732899023	0.36098765432098767	0.20766100254832423	0.2713963963963964
P1.2	LLM_128	0.27727045932129185	1.0	0.2365470852017937	0.1503431066749844	0.3274074074074074	0.18858214036368848	0.2613882863340564
P1.2	LLM_128	0.28065180638618564	1.0	0.1961883408071749	0.14388059701492537	0.29185185185185186	0.16801099845755327	0.25156576200417535
P1.2	LLM_128	0.28403315345107943	1.0	0.16143497757847533	0.13874496257915947	0.26123456790123456	0.14966058239594354	0.243680485338726
P1.2	LLM_128	0.2874145005159732	1.0	0.13004484304932734	0.13441160066926938	0.23358024691358026	0.13221019443690415	0.23697148475909538
P1.2	LLM_128	0.290795847580867	1.0	0.10762331838565023	0.1314784506273868	0.21382716049382716	0.11895439106112579	0.23240115718418514
P1.2	LLM_128	0.29417719464576086	1.0	0.08856502242152467	0.129084092126406	0.19703703703703704	0.10692210021056126	0.2286527514231499
P1.2	LLM_128	0.29755854171065466	1.0	0.06950672645739911	0.126775381378222	0.18024691358024691	0.09387087809852704	0.2250233426704015
P1.2	LLM_128	0.30093988877554845	1.0	0.04596412556053812	0.1240349974266598	0.15950617283950616	0.07550602754495837	0.2206959706959707
P1.2	LLM_128	0.30432123584044224	1.0	0.033632286995515695	0.12264631043256997	0.14864197530864198	0.06422519685769211	0.2184950135992747
P1.2	LLM_128	0.30770258290533603	1.0	0.0257847533632287	0.12177867609903992	0.1417283950617284	0.056035998501983146	0.21711711711711712
P1.2	LLM_128	0.3110839299702299	1.0	0.01905829596412556	0.12104470115519839	0.13580246913580246	0.04803025858253213	0.21594982078853048
P1.2	LLM_128	0.31446527703512367	1.0	0.013452914798206279	0.12043978010994502	0.1308641975308642	0.04025252911474991	0.2149866190900981
P1.2	LLM_128	0.31784662410001746	1.0	0.011210762331838564	0.12019950124688279	0.1288888888888889	0.03670869162588523	0.21460373998219057
P1.2	LLM_128	0.32122797116491125	1.0	0.007847533632286996	0.11984087518647439	0.1259259259259259	0.030666843635244984	0.21403197158081705
P1.2	LLM_128	0.3246093182298051	1.0	0.006726457399103139	0.11972180824639841	0.12493827160493827	0.028377872416955326	0.21384205856255545
P1.2	LLM_128	0.3279906652946989	1.0	0.0033632286995515697	0.11936602278355622	0.12197530864197531	0.020036347810341654	0.21327433628318584
P1.2	LLM_128	0.3313720123595927	1.0	0.0033632286995515697	0.11936602278355622	0.12197530864197531	0.020036347810341654	0.21327433628318584
P2	LLM_128	0.0	0.04256695562168456	1.0	1.0	0.9316340388577341	0.1991179360017684	0.08165797964755522
P2	LLM_128	0.004022730198497931	0.04282572130935438	1.0	1.0	0.9316525161445294	0.1997240915008603	0.08213399503722084
P2	LLM_128	0.008045460396995862	0.04282572130935438	1.0	1.0	0.9316525161445294	0.1997240915008603	0.08213399503722084
P2	LLM_128	0.012068190595493793	0.04282572130935438	1.0	1.0	0.9316525161445294	0.1997240915008603	0.08213399503722084
P2	LLM_128	0.016090920793991725	0.04282572130935438	1.0	1.0	0.9316525161445294	0.1997240915008603	0.08213399503722084
P2	LLM_128	0.020113650992489657	0.04334325268469401	1.0	1.0	0.9316894707181198	0.20093098364358367	0.08308531746031746
P2	LLM_128	0.024136381190987585	0.04360201837236383	1.0	1.0	0.931707948004915	0.20153175274102378	0.08356062484502852
P2	LLM_128	0.028159111389485517	0.0448958468107129	1.0	1.0	0.931800334438891	0.204509456249585	0.08593363051015354
