Name	SMILES	InChI	InChIKey	Molecular Weight
Schrodinger_fragment_283	Cn1ccc2c(=O)[nH]cnc21	InChI=1S/C7H7N3O/c1-10-3-2-5-6(10)8-4-9-7(5)11/h2-4H,1H3,(H,8,9,11)	JWXXZAHMLYLRBC-UHFFFAOYSA-N	149.15299999999996
Schrodinger_fragment_283_a	Cn1ccc2c([O-])ncnc21	InChI=1S/C7H7N3O/c1-10-3-2-5-6(10)8-4-9-7(5)11/h2-4H,1H3,(H,8,9,11)/p-1	JWXXZAHMLYLRBC-UHFFFAOYSA-M	148.14499999999998
Schrodinger_fragment_284	Cn1cnc2c(ccn2C)c1=O	InChI=1S/C8H9N3O/c1-10-4-3-6-7(10)9-5-11(2)8(6)12/h3-5H,1-2H3	FLNNFHZDVVAYML-UHFFFAOYSA-N	163.17999999999998
Schrodinger_fragment_285	Cn1cnc2[nH]ccc2c1=O	InChI=1S/C7H7N3O/c1-10-4-9-6-5(7(10)11)2-3-8-6/h2-4,8H,1H3	VTHSIIGWRBEMKY-UHFFFAOYSA-N	149.15299999999996
Schrodinger_fragment_286	O=C1[N-]C(=O)C2(CC[NH2+]CC2)N1	InChI=1S/C7H11N3O2/c11-5-7(10-6(12)9-5)1-3-8-4-2-7/h8H,1-4H2,(H2,9,10,11,12)	HRSWSISJJJDBOQ-UHFFFAOYSA-N	169.184
Schrodinger_fragment_286_a	O=C1NC(=O)C2(CC[NH2+]CC2)N1	InChI=1S/C7H11N3O2/c11-5-7(10-6(12)9-5)1-3-8-4-2-7/h8H,1-4H2,(H2,9,10,11,12)/p+1	HRSWSISJJJDBOQ-UHFFFAOYSA-O	170.192
Schrodinger_fragment_286_b	O=C1NC([O-])=NC12CC[NH2+]CC2	InChI=1S/C7H11N3O2/c11-5-7(10-6(12)9-5)1-3-8-4-2-7/h8H,1-4H2,(H2,9,10,11,12)	HRSWSISJJJDBOQ-UHFFFAOYSA-N	169.184
Schrodinger_fragment_287	CN1C(=O)NC2(CC[NH2+]CC2)C1=O	InChI=1S/C8H13N3O2/c1-11-6(12)8(10-7(11)13)2-4-9-5-3-8/h9H,2-5H2,1H3,(H,10,13)/p+1	NLITZISVKPYCPP-UHFFFAOYSA-O	184.219
Schrodinger_fragment_287_a	CN1C(=O)C2(CC[NH2+]CC2)N=C1[O-]	InChI=1S/C8H13N3O2/c1-11-6(12)8(10-7(11)13)2-4-9-5-3-8/h9H,2-5H2,1H3,(H,10,13)	NLITZISVKPYCPP-UHFFFAOYSA-N	183.21099999999998
Schrodinger_fragment_288	CN1C(=O)N(C)C2(CC[NH2+]CC2)C1=O	InChI=1S/C9H15N3O2/c1-11-7(13)9(12(2)8(11)14)3-5-10-6-4-9/h10H,3-6H2,1-2H3/p+1	OYRDVMVXXOKKJB-UHFFFAOYSA-O	198.24599999999998
Schrodinger_fragment_289	CN1C(=O)N(C)C2(CC[NH+](C)CC2)C1=O	InChI=1S/C10H17N3O2/c1-11-6-4-10(5-7-11)8(14)12(2)9(15)13(10)3/h4-7H2,1-3H3/p+1	MQAHXZAPDFVSQR-UHFFFAOYSA-O	212.273
Schrodinger_fragment_290	CN1C(=O)[N-]C(=O)C12CC[NH+](C)CC2	InChI=1S/C9H15N3O2/c1-11-5-3-9(4-6-11)7(13)10-8(14)12(9)2/h3-6H2,1-2H3,(H,10,13,14)	WDQXFBROQINCJI-UHFFFAOYSA-N	197.238
Schrodinger_fragment_290_a	CN1C(=O)NC(=O)C12CC[NH+](C)CC2	InChI=1S/C9H15N3O2/c1-11-5-3-9(4-6-11)7(13)10-8(14)12(9)2/h3-6H2,1-2H3,(H,10,13,14)/p+1	WDQXFBROQINCJI-UHFFFAOYSA-O	198.246
Schrodinger_fragment_291	C[NH+]1CCC2(CC1)NC(=O)[N-]C2=O	InChI=1S/C8H13N3O2/c1-11-4-2-8(3-5-11)6(12)9-7(13)10-8/h2-5H2,1H3,(H2,9,10,12,13)	ZGSNEAYELPMHGT-UHFFFAOYSA-N	183.211
Schrodinger_fragment_291_a	C[NH+]1CCC2(CC1)NC(=O)NC2=O	InChI=1S/C8H13N3O2/c1-11-4-2-8(3-5-11)6(12)9-7(13)10-8/h2-5H2,1H3,(H2,9,10,12,13)/p+1	ZGSNEAYELPMHGT-UHFFFAOYSA-O	184.21900000000002
Schrodinger_fragment_291_b	C[NH+]1CCC2(CC1)N=C([O-])NC2=O	InChI=1S/C8H13N3O2/c1-11-4-2-8(3-5-11)6(12)9-7(13)10-8/h2-5H2,1H3,(H2,9,10,12,13)	ZGSNEAYELPMHGT-UHFFFAOYSA-N	183.211
Schrodinger_fragment_292	CN1C(=O)[N-]C(=O)C12CC[NH2+]CC2	InChI=1S/C8H13N3O2/c1-11-7(13)10-6(12)8(11)2-4-9-5-3-8/h9H,2-5H2,1H3,(H,10,12,13)	PBAVCCPZRWNJOQ-UHFFFAOYSA-N	183.21099999999998
Schrodinger_fragment_292_a	CN1C(=O)NC(=O)C12CC[NH2+]CC2	InChI=1S/C8H13N3O2/c1-11-7(13)10-6(12)8(11)2-4-9-5-3-8/h9H,2-5H2,1H3,(H,10,12,13)/p+1	PBAVCCPZRWNJOQ-UHFFFAOYSA-O	184.219
Schrodinger_fragment_293	CN1C(=O)NC2(CC[NH+](C)CC2)C1=O	InChI=1S/C9H15N3O2/c1-11-5-3-9(4-6-11)7(13)12(2)8(14)10-9/h3-6H2,1-2H3,(H,10,14)/p+1	UEKVEPQDQOYBHB-UHFFFAOYSA-O	198.246
Schrodinger_fragment_293_a	CN1C(=O)C2(CC[NH+](C)CC2)N=C1[O-]	InChI=1S/C9H15N3O2/c1-11-5-3-9(4-6-11)7(13)12(2)8(14)10-9/h3-6H2,1-2H3,(H,10,14)	UEKVEPQDQOYBHB-UHFFFAOYSA-N	197.238
Schrodinger_fragment_294	O=c1[nH]cnc2[nH]cnc12	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)	FDGQSTZJBFJUBT-UHFFFAOYSA-N	136.11399999999998
Schrodinger_fragment_294_a	[O-]c1ncnc2[nH]cnc12	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)/p-1	FDGQSTZJBFJUBT-UHFFFAOYSA-M	135.106
Schrodinger_fragment_294_b	O=c1[nH]cnc2[n-]cnc12	InChI=1S/C5H4N4O/c10-5-3-4(7-1-6-3)8-2-9-5/h1-2H,(H2,6,7,8,9,10)/p-1	FDGQSTZJBFJUBT-UHFFFAOYSA-M	135.106
Schrodinger_fragment_295	Cn1cnc2c(=O)[nH]cnc21	InChI=1S/C6H6N4O/c1-10-3-9-4-5(10)7-2-8-6(4)11/h2-3H,1H3,(H,7,8,11)	PESGUQRDJASXOR-UHFFFAOYSA-N	150.141
Schrodinger_fragment_295_a	Cn1cnc2c([O-])ncnc21	InChI=1S/C6H6N4O/c1-10-3-9-4-5(10)7-2-8-6(4)11/h2-3H,1H3,(H,7,8,11)/p-1	PESGUQRDJASXOR-UHFFFAOYSA-M	149.13299999999998
Schrodinger_fragment_296	Cn1cnc2c(ncn2C)c1=O	InChI=1S/C7H8N4O/c1-10-3-8-5-6(10)9-4-11(2)7(5)12/h3-4H,1-2H3	KIHZGMYZXVZBRG-UHFFFAOYSA-N	164.16799999999998
Schrodinger_fragment_297	Cn1cnc2[nH]cnc2c1=O	InChI=1S/C6H6N4O/c1-10-3-9-5-4(6(10)11)7-2-8-5/h2-3H,1H3,(H,7,8)	KIQMCGMHGVXDFW-UHFFFAOYSA-N	150.141
Schrodinger_fragment_297_a	Cn1cnc2ncnc-2c1[O-]	InChI=1S/C6H6N4O/c1-10-3-9-5-4(6(10)11)7-2-8-5/h2-3,11H,1H3/p-1	JWVQLFKXYDKWGT-UHFFFAOYSA-M	149.13299999999998
Schrodinger_fragment_298	O=c1[nH]cnc2[nH]ncc12	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	OFCNXPDARWKPPY-UHFFFAOYSA-N	136.11399999999998
Schrodinger_fragment_298_a	O=c1[nH]cnc2n[nH]cc12	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	OFCNXPDARWKPPY-UHFFFAOYSA-N	136.11399999999998
Schrodinger_fragment_298_b	[O-]c1ncnc2n[nH]cc12	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)/p-1	OFCNXPDARWKPPY-UHFFFAOYSA-M	135.106
Schrodinger_fragment_298_c	O=c1nc[nH]c2n[nH]cc12	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	OFCNXPDARWKPPY-UHFFFAOYSA-N	136.114
Schrodinger_fragment_298_d	O=c1nc[nH]c2[nH]ncc12	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)	OFCNXPDARWKPPY-UHFFFAOYSA-N	136.114
Schrodinger_fragment_298_e	[O-]c1ncnc2[nH]ncc12	InChI=1S/C5H4N4O/c10-5-3-1-8-9-4(3)6-2-7-5/h1-2H,(H2,6,7,8,9,10)/p-1	OFCNXPDARWKPPY-UHFFFAOYSA-M	135.106
Schrodinger_fragment_299	Cn1ncc2c(=O)[nH]cnc21	InChI=1S/C6H6N4O/c1-10-5-4(2-9-10)6(11)8-3-7-5/h2-3H,1H3,(H,7,8,11)	CDJQIJFWTUEUFF-UHFFFAOYSA-N	150.141
Schrodinger_fragment_299_a	Cn1ncc2c([O-])ncnc21	InChI=1S/C6H6N4O/c1-10-5-4(2-9-10)6(11)8-3-7-5/h2-3H,1H3,(H,7,8,11)/p-1	CDJQIJFWTUEUFF-UHFFFAOYSA-M	149.13299999999998
Schrodinger_fragment_300	Cn1cnc2c(cnn2C)c1=O	InChI=1S/C7H8N4O/c1-10-4-8-6-5(7(10)12)3-9-11(6)2/h3-4H,1-2H3	PVQKQWMEXZGTMR-UHFFFAOYSA-N	164.16799999999998
Schrodinger_fragment_301	Cn1cnc2[nH]ncc2c1=O	InChI=1S/C6H6N4O/c1-10-3-7-5-4(6(10)11)2-8-9-5/h2-3H,1H3,(H,8,9)	QMRATMRYQOVGBJ-UHFFFAOYSA-N	150.141
Schrodinger_fragment_301_a	Cn1cnc2n[nH]cc2c1=O	InChI=1S/C6H6N4O/c1-10-3-7-5-4(6(10)11)2-8-9-5/h2-3H,1H3,(H,8,9)	QMRATMRYQOVGBJ-UHFFFAOYSA-N	150.141
Schrodinger_fragment_302	O=c1[nH]c2cncnc2[nH]1	InChI=1S/C5H4N4O/c10-5-8-3-1-6-2-7-4(3)9-5/h1-2H,(H2,6,7,8,9,10)	YPDSIEMYVQERLJ-UHFFFAOYSA-N	136.11399999999998
Schrodinger_fragment_302_a	[O-]c1nc2cncnc2[nH]1	InChI=1S/C5H4N4O/c10-5-8-3-1-6-2-7-4(3)9-5/h1-2H,(H2,6,7,8,9,10)/p-1	YPDSIEMYVQERLJ-UHFFFAOYSA-M	135.106
Schrodinger_fragment_302_b	[O-]c1nc2ncncc2[nH]1	InChI=1S/C5H4N4O/c10-5-8-3-1-6-2-7-4(3)9-5/h1-2H,(H2,6,7,8,9,10)/p-1	YPDSIEMYVQERLJ-UHFFFAOYSA-M	135.106
Schrodinger_fragment_303	Cn1c(=O)[nH]c2ncncc21	InChI=1S/C6H6N4O/c1-10-4-2-7-3-8-5(4)9-6(10)11/h2-3H,1H3,(H,7,8,9,11)	FNUYKMPOJSEMNW-UHFFFAOYSA-N	150.141
Schrodinger_fragment_303_a	Cn1c([O-])nc2ncncc21	InChI=1S/C6H6N4O/c1-10-4-2-7-3-8-5(4)9-6(10)11/h2-3H,1H3,(H,7,8,9,11)/p-1	FNUYKMPOJSEMNW-UHFFFAOYSA-M	149.13299999999998
Schrodinger_fragment_304	Cn1c(=O)n(C)c2ncncc21	InChI=1S/C7H8N4O/c1-10-5-3-8-4-9-6(5)11(2)7(10)12/h3-4H,1-2H3	XUJHLVLIGDUYDV-UHFFFAOYSA-N	164.16799999999998
Schrodinger_fragment_305	[O-]c1ncnc2c[nH]nc12	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h1-2H,(H,8,9)(H,6,7,10)/p-1	JFZSDNLQDTYVEE-UHFFFAOYSA-M	135.106
Schrodinger_fragment_305_a	O=c1[nH]cnc2cn[nH]c12	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h1-2H,(H,8,9)(H,6,7,10)	JFZSDNLQDTYVEE-UHFFFAOYSA-N	136.11399999999998
Schrodinger_fragment_305_b	O=c1[nH]cnc2c[nH]nc12	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h1-2H,(H,8,9)(H,6,7,10)	JFZSDNLQDTYVEE-UHFFFAOYSA-N	136.11399999999998
Schrodinger_fragment_305_c	O=c1nc[nH]c2c[nH]nc12	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h1-2H,(H,8,9)(H,6,7,10)	JFZSDNLQDTYVEE-UHFFFAOYSA-N	136.114
Schrodinger_fragment_305_d	[O-]c1ncnc2cn[nH]c12	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h1-2H,(H,8,9)(H,6,7,10)/p-1	JFZSDNLQDTYVEE-UHFFFAOYSA-M	135.106
Schrodinger_fragment_305_e	O=c1nc[nH]c2cn[nH]c12	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h1-2H,(H,8,9)(H,6,7,10)	JFZSDNLQDTYVEE-UHFFFAOYSA-N	136.114
Schrodinger_fragment_305_f	O=c1nc[nH]c2c[n-]nc12	InChI=1S/C5H4N4O/c10-5-4-3(1-8-9-4)6-2-7-5/h1-2H,(H2,6,7,8,9,10)/p-1	RACUAVAIBRBNDO-UHFFFAOYSA-M	135.106
Schrodinger_fragment_306	Cn1ncc2nc[nH]c(=O)c21	InChI=1S/C6H6N4O/c1-10-5-4(2-9-10)7-3-8-6(5)11/h2-3H,1H3,(H,7,8,11)	JAFSZKZHCNWJIY-UHFFFAOYSA-N	150.141
Schrodinger_fragment_306_a	Cn1ncc2ncnc([O-])c21	InChI=1S/C6H6N4O/c1-10-5-4(2-9-10)7-3-8-6(5)11/h2-3H,1H3,(H,7,8,11)/p-1	JAFSZKZHCNWJIY-UHFFFAOYSA-M	149.13299999999998
Schrodinger_fragment_306_b	Cn1ncc2[nH]cnc(=O)c21	InChI=1S/C6H6N4O/c1-10-5-4(2-9-10)7-3-8-6(5)11/h2-3H,1H3,(H,7,8,11)	JAFSZKZHCNWJIY-UHFFFAOYSA-N	150.141
Schrodinger_fragment_307	Cn1cnc2cnn(C)c2c1=O	InChI=1S/C7H8N4O/c1-10-4-8-5-3-9-11(2)6(5)7(10)12/h3-4H,1-2H3	MQGDDMDRZXRGPO-UHFFFAOYSA-N	164.16799999999998
Schrodinger_fragment_308	Cn1cnc2cn[nH]c2c1=O	InChI=1S/C6H6N4O/c1-10-3-7-4-2-8-9-5(4)6(10)11/h2-3H,1H3,(H,8,9)	QHJRBALCGQXFFQ-UHFFFAOYSA-N	150.141
Schrodinger_fragment_308_a	Cn1cnc2c[nH]nc2c1=O	InChI=1S/C6H6N4O/c1-10-3-7-4-2-8-9-5(4)6(10)11/h2-3H,1H3,(H,8,9)	QHJRBALCGQXFFQ-UHFFFAOYSA-N	150.141
Schrodinger_fragment_309	O=c1[nH]c(=O)c2[nH]cnc2[nH]1	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)	LRFVTYWOQMYALW-UHFFFAOYSA-N	152.113
Schrodinger_fragment_309_a	O=c1[nH]c(=O)c2nc[nH]c2[nH]1	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)	LRFVTYWOQMYALW-UHFFFAOYSA-N	152.113
Schrodinger_fragment_309_b	O=c1[nH]c([O-])nc2[nH]cnc12	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)/p-1	LRFVTYWOQMYALW-UHFFFAOYSA-M	151.105
Schrodinger_fragment_309_c	O=c1[n-]c(=O)c2[nH]cnc2[nH]1	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)/p-1	LRFVTYWOQMYALW-UHFFFAOYSA-M	151.105
Schrodinger_fragment_309_d	O=c1[nH]c(=O)c2[n-]cnc2[nH]1	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)/p-1	LRFVTYWOQMYALW-UHFFFAOYSA-M	151.105
Schrodinger_fragment_309_e	O=c1[n-]c(=O)c2nc[nH]c2[nH]1	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)/p-1	LRFVTYWOQMYALW-UHFFFAOYSA-M	151.105
Schrodinger_fragment_309_f	O=c1[nH]c([O-])nc2[n-]cnc12	InChI=1S/C5H4N4O2/c10-4-2-3(7-1-6-2)8-5(11)9-4/h1H,(H3,6,7,8,9,10,11)/p-2	LRFVTYWOQMYALW-UHFFFAOYSA-L	150.09699999999998
Schrodinger_fragment_310	Cn1cnc2nc([O-])[nH]c(=O)c21	InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)/p-1	PFWLFWPASULGAN-UHFFFAOYSA-M	165.13199999999998
Schrodinger_fragment_310_a	Cn1cnc2[nH]c(=O)[nH]c(=O)c21	InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)	PFWLFWPASULGAN-UHFFFAOYSA-N	166.14
Schrodinger_fragment_310_b	Cn1cnc2[nH]c(=O)[n-]c(=O)c21	InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)/p-1	PFWLFWPASULGAN-UHFFFAOYSA-M	165.13199999999998
Schrodinger_fragment_310_c	Cn1cnc2nc([O-])nc([O-])c21	InChI=1S/C6H6N4O2/c1-10-2-7-4-3(10)5(11)9-6(12)8-4/h2H,1H3,(H2,8,9,11,12)/p-2	PFWLFWPASULGAN-UHFFFAOYSA-L	164.124
Schrodinger_fragment_311	Cn1c(=O)[nH]c(=O)c2[nH]cnc21	InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H,7,8)(H,9,11,12)	GMSNIKWWOQHZGF-UHFFFAOYSA-N	166.14
Schrodinger_fragment_311_a	Cn1c(=O)[n-]c(=O)c2nc[nH]c21	InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H2,7,8,9,11,12)/p-1	QDXDQMRZYUSYGE-UHFFFAOYSA-M	165.13199999999998
Schrodinger_fragment_311_b	Cn1c(=O)[nH]c(=O)c2nc[nH]c21	InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H,7,8)(H,9,11,12)	GMSNIKWWOQHZGF-UHFFFAOYSA-N	166.14
Schrodinger_fragment_311_c	Cn1c(=O)[n-]c(=O)c2[nH]cnc21	InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2H,1H3,(H2,7,8,9,11,12)/p-1	QDXDQMRZYUSYGE-UHFFFAOYSA-M	165.13199999999998
Schrodinger_fragment_311_d	Cn1c([O-])nc([O-])c2ncnc1-2	InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2,11H,1H3,(H,9,12)/p-2	HZOGTQYZAZGBAB-UHFFFAOYSA-L	164.124
Schrodinger_fragment_311_e	Cn1c2ncnc-2c([O-])[nH]c1=O	InChI=1S/C6H6N4O2/c1-10-4-3(7-2-8-4)5(11)9-6(10)12/h2,11H,1H3,(H,9,12)/p-1	HZOGTQYZAZGBAB-UHFFFAOYSA-M	165.13199999999998
Schrodinger_fragment_312	Cn1c([O-])nc2[nH]cnc2c1=O	InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2H,1H3,(H,7,8)(H,9,12)/p-1	MVOYJPOZRLFTCP-UHFFFAOYSA-M	165.13199999999998
Schrodinger_fragment_312_a	Cn1c([O-])nc2nc[nH]c2c1=O	InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2H,1H3,(H,7,8)(H,9,12)/p-1	MVOYJPOZRLFTCP-UHFFFAOYSA-M	165.13199999999998
Schrodinger_fragment_312_b	Cn1c([O-])nc2ncnc-2c1[O-]	InChI=1S/C6H6N4O2/c1-10-5(11)3-4(8-2-7-3)9-6(10)12/h2,11H,1H3,(H,7,8,9,12)/p-2	UHSRRMDQAFLGNJ-UHFFFAOYSA-L	164.124
Schrodinger_fragment_313	Cn1cnc2c1c(=O)[nH]c(=O)n2C	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)	YAPQBXQYLJRXSA-UHFFFAOYSA-N	180.16699999999997
Schrodinger_fragment_313_a	Cn1cnc2c1c(=O)[n-]c(=O)n2C	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)9-7(13)11(5)2/h3H,1-2H3,(H,9,12,13)/p-1	YAPQBXQYLJRXSA-UHFFFAOYSA-M	179.159
Schrodinger_fragment_314	Cn1c(=O)c2[nH]cnc2n(C)c1=O	InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	180.16699999999997
Schrodinger_fragment_314_a	Cn1c(=O)c2nc[nH]c2n(C)c1=O	InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3H,1-2H3,(H,8,9)	ZFXYFBGIUFBOJW-UHFFFAOYSA-N	180.16699999999997
Schrodinger_fragment_314_b	Cn1c2ncnc-2c([O-])n(C)c1=O	InChI=1S/C7H8N4O2/c1-10-5-4(8-3-9-5)6(12)11(2)7(10)13/h3,12H,1-2H3/p-1	QWWNRMAXQRZBHT-UHFFFAOYSA-M	179.159
Schrodinger_fragment_315	Cn1c([O-])nc2ncn(C)c2c1=O	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)/p-1	QUNWUDVFRNGTCO-UHFFFAOYSA-M	179.159
Schrodinger_fragment_315_a	Cn1c(=O)[nH]c2ncn(C)c2c1=O	InChI=1S/C7H8N4O2/c1-10-3-8-5-4(10)6(12)11(2)7(13)9-5/h3H,1-2H3,(H,9,13)	QUNWUDVFRNGTCO-UHFFFAOYSA-N	180.16699999999997
Schrodinger_fragment_316	Cn1c(=O)c2c(ncn2C)n(C)c1=O	InChI=1S/C8H10N4O2/c1-10-4-9-6-5(10)7(13)12(3)8(14)11(6)2/h4H,1-3H3	RYYVLZVUVIJVGH-UHFFFAOYSA-N	194.194
Schrodinger_fragment_317	[O-]c1ncnc2n[n-]nc12	InChI=1S/C4H2N5O/c10-4-2-3(5-1-6-4)8-9-7-2/h1H,(H-,5,6,7,8,9,10)/q-1/p-1	IVHPOQAMIPFSME-UHFFFAOYSA-M	135.086
Schrodinger_fragment_317_a	[O-]c1ncnc2n[nH]nc12	InChI=1S/C4H3N5O/c10-4-2-3(5-1-6-4)8-9-7-2/h1H,(H2,5,6,7,8,9,10)/p-1	OEEYCNOOAHGFHL-UHFFFAOYSA-M	136.094
Schrodinger_fragment_317_b	[O-]c1ncnc2nn[nH]c12	InChI=1S/C4H3N5O/c10-4-2-3(5-1-6-4)8-9-7-2/h1H,(H2,5,6,7,8,9,10)/p-1	OEEYCNOOAHGFHL-UHFFFAOYSA-M	136.094
Schrodinger_fragment_317_c	[O-]c1ncnc2[nH]nnc12	InChI=1S/C4H3N5O/c10-4-2-3(5-1-6-4)8-9-7-2/h1H,(H2,5,6,7,8,9,10)/p-1	OEEYCNOOAHGFHL-UHFFFAOYSA-M	136.094
Schrodinger_fragment_317_d	[O-]c1[nH]cnc2nnnc1-2	InChI=1S/C4H3N5O/c10-4-2-3(5-1-6-4)8-9-7-2/h1H,(H2,5,6,7,8,9,10)/p-1	OEEYCNOOAHGFHL-UHFFFAOYSA-M	136.094
Schrodinger_fragment_318	Cn1nnc2c([O-])ncnc21	InChI=1S/C5H5N5O/c1-10-4-3(8-9-10)5(11)7-2-6-4/h2H,1H3,(H,6,7,11)/p-1	BNVZNWHPIOKGRM-UHFFFAOYSA-M	150.121
Schrodinger_fragment_318_a	Cn1nnc2c(=O)nc[nH]c21	InChI=1S/C5H5N5O/c1-10-4-3(8-9-10)5(11)7-2-6-4/h2H,1H3,(H,6,7,11)	BNVZNWHPIOKGRM-UHFFFAOYSA-N	151.12900000000002
Schrodinger_fragment_318_b	Cn1nnc2c(=O)[nH]cnc21	InChI=1S/C5H5N5O/c1-10-4-3(8-9-10)5(11)7-2-6-4/h2H,1H3,(H,6,7,11)	BNVZNWHPIOKGRM-UHFFFAOYSA-N	151.129
Schrodinger_fragment_319	Cn1cnc2c(nnn2C)c1=O	InChI=1S/C6H7N5O/c1-10-3-7-5-4(6(10)12)8-9-11(5)2/h3H,1-2H3	XLLVFFFZNQLBKZ-UHFFFAOYSA-N	165.156
Schrodinger_fragment_320	Cn1cnc2nnnc-2c1[O-]	InChI=1S/C5H5N5O/c1-10-2-6-4-3(5(10)11)7-9-8-4/h2,11H,1H3/p-1	UTHNPHJHCKSXJK-UHFFFAOYSA-M	150.121
Schrodinger_fragment_320_a	Cn1cnc2n[nH]nc2c1=O	InChI=1S/C5H5N5O/c1-10-2-6-4-3(5(10)11)7-9-8-4/h2H,1H3,(H,7,8,9)	CTWROIWRZJAKKE-UHFFFAOYSA-N	151.129
Schrodinger_fragment_320_b	Cn1cnc2nn[nH]c2c1=O	InChI=1S/C5H5N5O/c1-10-2-6-4-3(5(10)11)7-9-8-4/h2H,1H3,(H,7,8,9)	CTWROIWRZJAKKE-UHFFFAOYSA-N	151.129
Schrodinger_fragment_320_c	Cn1cnc2[nH]nnc2c1=O	InChI=1S/C5H5N5O/c1-10-2-6-4-3(5(10)11)7-9-8-4/h2H,1H3,(H,7,8,9)	CTWROIWRZJAKKE-UHFFFAOYSA-N	151.129
Schrodinger_fragment_321	C1C[C@@H]2CC[C@H](C1)[NH2+]2	InChI=1S/C7H13N/c1-2-6-4-5-7(3-1)8-6/h6-8H,1-5H2/p+1/t6-,7+	DGGKXQQCVPAUEA-KNVOCYPGSA-O	112.19600000000003
Schrodinger_fragment_322	C[N@@H+]1[C@@H]2CCC[C@H]1CC2	InChI=1S/C8H15N/c1-9-7-3-2-4-8(9)6-5-7/h7-8H,2-6H2,1H3/p+1/t7-,8+	XLRPYZSEQKXZAA-OCAPTIKFSA-O	126.22300000000001
Schrodinger_fragment_323	O=C1CCCC(=O)N2CCCN12	InChI=1S/C8H12N2O2/c11-7-3-1-4-8(12)10-6-2-5-9(7)10/h1-6H2	ZOXVVWHJWSEZNC-UHFFFAOYSA-N	168.196
